"","well.id","flag_id","Metadata_Experiment","Metadata_Plate","Metadata_Well","Metadata_Date","Metadata_Group","Metadata_Magnification","FileName_RawBF","drug","assay_type","food_conc_OD","food_type","plate","row","col","bleach","strain","well_censor","well_censor_reason","notes","concentration_um","diluent","class","mean_wormlength_um","min_wormlength_um","q10_wormlength_um","q25_wormlength_um","median_wormlength_um","sd_wormlength_um","q75_wormlength_um","q90_wormlength_um","max_wormlength_um","cv_wormlength_um","n","assay_bleach","median_wormlength_um_reg","assay_bleach_coeff","assay_bleach_se","assay_bleach_tvalue","assay_bleach_pvalue","control_median_wormlength_um_reg","median_wormlength_um_reg_delta"
"588","cypassay1_p007_D03","cypassay1_1_PHX2701_Thiabendazole","cypassay1","p007","D03",20220920,"p007_D03","m2x","20220920-cypassay1-p007-m2x_D03.TIF","Thiabendazole","48h",10,"15hHB101",7,"D",3,1,"PHX2701",NA,NA,NA,32.5,"DMSO","Anthelmintic",649.481783909168,508.805653258804,588.840116857716,610.157211459603,647.243893464849,64.2774635734225,684.327439504007,709.117022036372,787.56061972275,0.0989673077303919,17,"cypassay1_1",-232.112093258721,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-243.724283708254
"589","cypassay1_p007_D04","cypassay1_1_PHX2701_Thiabendazole","cypassay1","p007","D04",20220920,"p007_D04","m2x","20220920-cypassay1-p007-m2x_D04.TIF","Thiabendazole","48h",10,"15hHB101",7,"D",4,1,"PHX2701",NA,NA,NA,32.5,"DMSO","Anthelmintic",723.651106654075,665.681959355721,671.271553608187,685.395680618051,715.749526410286,48.7535609800519,758.724825537516,775.354546276316,795.885248501385,0.0673716388073699,7,"cypassay1_1",-163.606460313285,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-175.218650762817
"590","cypassay1_p007_D05","cypassay1_1_PHX2701_Thiabendazole","cypassay1","p007","D05",20220920,"p007_D05","m2x","20220920-cypassay1-p007-m2x_D05.TIF","Thiabendazole","48h",10,"15hHB101",7,"D",5,1,"PHX2701",NA,NA,NA,32.5,"DMSO","Anthelmintic",630.364406933941,545.253794037923,583.297730271417,612.077867750454,633.488054871148,42.6981626162618,652.112581126376,667.026174015479,728.61509526204,0.0677356813718962,16,"cypassay1_1",-245.867931852423,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-257.480122301956
"591","cypassay1_p007_D06","cypassay1_1_PHX2701_Thiabendazole","cypassay1","p007","D06",20220920,"p007_D06","m2x","20220920-cypassay1-p007-m2x_D06.TIF","Thiabendazole","48h",10,"15hHB101",7,"D",6,1,"PHX2701",NA,NA,NA,32.5,"DMSO","Anthelmintic",609.232404180274,510.175831199896,545.163290125605,602.799024015479,611.812379096014,46.0237897046772,630.267584172163,652.155356222247,691.951237153201,0.0755438965309182,15,"cypassay1_1",-267.543607627557,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-279.155798077089
"592","cypassay1_p007_D07","cypassay1_1_PHX2701_Thiabendazole","cypassay1","p007","D07",20220920,"p007_D07","m2x","20220920-cypassay1-p007-m2x_D07.TIF","Thiabendazole","48h",10,"15hHB101",7,"D",7,1,"PHX2701",NA,NA,NA,32.5,"DMSO","Anthelmintic",749.280183332556,663.118883151395,687.57771973462,712.82823849168,744.660632084377,49.0229133053186,794.260643812653,802.293732194626,828.64322988382,0.0654266780248752,20,"cypassay1_1",-134.695354639194,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-146.307545088726
"593","cypassay1_p007_D08","cypassay1_1_PHX2701_Thiabendazole","cypassay1","p007","D08",20220920,"p007_D08","m2x","20220920-cypassay1-p007-m2x_D08.TIF","Thiabendazole","48h",10,"15hHB101",7,"D",8,1,"PHX2701",NA,NA,NA,32.5,"DMSO","Anthelmintic",706.016567257006,658.30887303129,670.425552766634,685.38460312139,690.416046360923,36.2367612074193,731.257482833685,759.565969242732,777.998792883003,0.0513256528075612,18,"cypassay1_1",-188.939940362647,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-200.55213081218
"594","cypassay1_p007_D09","cypassay1_1_PHX2701_Thiabendazole","cypassay1","p007","D09",20220920,"p007_D09","m2x","20220920-cypassay1-p007-m2x_D09.TIF","Thiabendazole","48h",10,"15hHB101",7,"D",9,1,"PHX2701",NA,NA,NA,32.5,"DMSO","Anthelmintic",729.298590787062,655.098631199897,691.573245290633,707.210715274755,725.861566496139,36.7157646933423,748.666445859656,784.112909985199,805.34149346485,0.0503439402696755,19,"cypassay1_1",-153.494420227431,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-165.106610676964
"595","cypassay1_p007_D10","cypassay1_1_PHX2701_Thiabendazole","cypassay1","p007","D10",20220920,"p007_D10","m2x","20220920-cypassay1-p007-m2x_D10.TIF","Thiabendazole","48h",10,"15hHB101",7,"D",10,1,"PHX2701",NA,NA,NA,32.5,"DMSO","Anthelmintic",686.541547379269,611.287430618051,631.799616761057,658.295373724557,688.035631199898,45.2382287497374,716.944845015117,747.989003420149,770.144055147955,0.0658929221726274,17,"cypassay1_1",-191.320355523673,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-202.932545973205
"596","cypassay1_p007_D11","cypassay1_1_PHX2701_Thiabendazole","cypassay1","p007","D11",20220920,"p007_D11","m2x","20220920-cypassay1-p007-m2x_D11.TIF","Thiabendazole","48h",10,"15hHB101",7,"D",11,1,"PHX2701",NA,NA,NA,32.5,"DMSO","Anthelmintic",667.192249259682,611.299190985079,623.222114014464,631.477621620674,661.129224692977,44.2989761324316,691.597685622394,731.255676598324,760.240437144431,0.0663961192318794,17,"cypassay1_1",-218.226762030594,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-229.838952480126
"597","cypassay1_p007_D12","cypassay1_1_PHX2701_Thiabendazole","cypassay1","p007","D12",20220920,"p007_D12","m2x","20220920-cypassay1-p007-m2x_D12.TIF","Thiabendazole","48h",10,"15hHB101",7,"D",12,1,"PHX2701",NA,NA,NA,32.5,"DMSO","Anthelmintic",638.961034613635,596.748335407662,621.402606669992,625.878812854123,632.09639160789,25.0195572884156,653.157448931958,671.601409570452,682.441331781743,0.039156624477961,11,"cypassay1_1",-247.25959511568,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-258.871785565213
"598","cypassay1_p007_E01","cypassay1_1_PHX2701_DMSO","cypassay1","p007","E01",20220920,"p007_E01","m2x","20220920-cypassay1-p007-m2x_E01.TIF","Thiabendazole","48h",10,"15hHB101",7,"E",1,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",920.945824737559,684.892549083231,786.346582986589,857.234400368074,949.279495955308,106.502426681903,1001.36086622805,1028.39775189947,1047.25735328223,0.115644616459663,15,"cypassay1_1",69.9235092317368,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,58.3113187822044
"599","cypassay1_p007_E03","cypassay1_1_PHX2701_DMSO","cypassay1","p007","E03",20220920,"p007_E03","m2x","20220920-cypassay1-p007-m2x_E03.TIF","Thiabendazole","48h",10,"15hHB101",7,"E",3,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",907.833371562903,799.80947885563,834.78422440504,881.165301818981,925.278988675238,57.4600252232459,948.568964727179,967.868737635663,987.793473604365,0.0632935812045818,13,"cypassay1_1",45.9230019516676,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,34.3108115021352
"600","cypassay1_p007_E04","cypassay1_1_PHX2701_DMSO","cypassay1","p007","E04",20220920,"p007_E04","m2x","20220920-cypassay1-p007-m2x_E04.TIF","Thiabendazole","48h",10,"15hHB101",7,"E",4,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",894.02464450654,734.124913196372,773.742411299054,851.995886314143,896.693182445126,81.6561810925294,948.485239575139,999.108314358571,1028.34799932138,0.09133549236509,24,"cypassay1_1",17.3371957215557,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,5.72500527202331
"601","cypassay1_p007_E05","cypassay1_1_PHX2701_DMSO","cypassay1","p007","E05",20220920,"p007_E05","m2x","20220920-cypassay1-p007-m2x_E05.TIF","Thiabendazole","48h",10,"15hHB101",7,"E",5,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",879.014674867641,786.977867045793,797.570946078853,835.167950779034,888.111984467472,58.9515854059825,913.662398836308,954.52857604317,965.602574306403,0.067065530407509,21,"cypassay1_1",8.7559977439016,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-2.85619270563083
"602","cypassay1_p007_E06","cypassay1_1_PHX2701_DMSO","cypassay1","p007","E06",20220920,"p007_E06","m2x","20220920-cypassay1-p007-m2x_E06.TIF","Thiabendazole","48h",10,"15hHB101",7,"E",6,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",916.241533925523,838.958203617148,845.936177735937,857.165569556357,906.889905434493,60.1667036122521,954.197543789483,999.535599142305,1015.4194300362,0.0656668589934745,16,"cypassay1_1",27.5339187109226,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,15.9217282613902
"603","cypassay1_p007_E07","cypassay1_1_PHX2701_DMSO","cypassay1","p007","E07",20220920,"p007_E07","m2x","20220920-cypassay1-p007-m2x_E07.TIF","Thiabendazole","48h",10,"15hHB101",7,"E",7,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",903.612419120596,812.924414388294,825.406043064734,871.943682354819,891.405684467473,58.5551132022879,959.914760143527,964.363332345412,1011.24622220252,0.064801138146457,15,"cypassay1_1",12.049697743902,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,0.437507294369567
"604","cypassay1_p007_E08","cypassay1_1_PHX2701_DMSO","cypassay1","p007","E08",20220920,"p007_E08","m2x","20220920-cypassay1-p007-m2x_E08.TIF","Thiabendazole","48h",10,"15hHB101",7,"E",8,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",884.265359138669,803.509046150579,840.429147321597,848.843713117987,876.211417956099,49.570181788211,907.338996430386,956.148401238439,976.847969516791,0.0560580387729941,16,"cypassay1_1",-3.14456876747194,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-14.7567592170044
"605","cypassay1_p007_E09","cypassay1_1_PHX2701_DMSO","cypassay1","p007","E09",20220920,"p007_E09","m2x","20220920-cypassay1-p007-m2x_E09.TIF","Thiabendazole","48h",10,"15hHB101",7,"E",9,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",897.007156694759,806.988328900743,828.295147986684,847.773667707494,900.160716845177,61.6273376376257,957.60739924997,970.18369259208,982.718926429746,0.0687032842242938,12,"cypassay1_1",20.8047301216064,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,9.19253967207399
"606","cypassay1_p007_E10","cypassay1_1_PHX2701_DMSO","cypassay1","p007","E10",20220920,"p007_E10","m2x","20220920-cypassay1-p007-m2x_E10.TIF","Thiabendazole","48h",10,"15hHB101",7,"E",10,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",877.391767059534,749.225982019896,795.86537758886,843.20979509331,871.200950609083,66.9880167076473,926.082736619682,949.640034419264,995.09730032617,0.0763490372517958,19,"cypassay1_1",-8.15503611448777,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-19.7672265640202
"607","cypassay1_p007_E11","cypassay1_1_PHX2701_DMSO","cypassay1","p007","E11",20220920,"p007_E11","m2x","20220920-cypassay1-p007-m2x_E11.TIF","Thiabendazole","48h",10,"15hHB101",7,"E",11,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",885.731372367996,726.570541758139,822.401552287674,848.333060171623,890.872418353099,62.1392751367899,941.487702571785,955.800609486276,982.870259937568,0.0701558927179705,22,"cypassay1_1",11.5164316295284,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-0.0957588200040789
"608","cypassay1_p007_E12","cypassay1_1_PHX2701_DMSO","cypassay1","p007","E12",20220920,"p007_E12","m2x","20220920-cypassay1-p007-m2x_E12.TIF","Thiabendazole","48h",10,"15hHB101",7,"E",12,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",853.520290740711,677.546124553326,761.970605471439,772.467699324175,853.559977932322,90.3100342154001,897.742373142711,968.105865987754,985.679172560866,0.105808889601238,13,"cypassay1_1",-25.796008791249,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-37.4081992407814
"609","cypassay1_p007_F01","cypassay1_1_PHX2701_DMSO","cypassay1","p007","F01",20220920,"p007_F01","m2x","20220920-cypassay1-p007-m2x_F01.TIF","Thiabendazole","48h",10,"15hHB101",7,"F",1,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",863.269565551997,704.309500624726,740.508815569373,813.648445733653,868.37036893056,93.8932310934602,934.521813158951,964.491461226865,996.924567771252,0.108764671940476,10,"cypassay1_1",-10.9856177930104,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-22.5978082425429
"610","cypassay1_p007_F03","cypassay1_1_PHX2701_DMSO","cypassay1","p007","F03",20220920,"p007_F03","m2x","20220920-cypassay1-p007-m2x_F03.TIF","Thiabendazole","48h",10,"15hHB101",7,"F",3,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",945.517528251518,841.782714560138,878.829208346665,903.04661571483,943.337542301158,58.1049682584731,990.607720222878,1005.38030405732,1051.98946663579,0.0614530841812343,16,"cypassay1_1",63.9815555775873,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,52.3693651280549
"611","cypassay1_p007_F05","cypassay1_1_PHX2701_DMSO","cypassay1","p007","F05",20220920,"p007_F05","m2x","20220920-cypassay1-p007-m2x_F05.TIF","Thiabendazole","48h",10,"15hHB101",7,"F",5,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",892.843979400367,789.434967077985,824.449401694406,845.302508868413,879.338585622394,65.1123413173272,949.642387511547,953.338032909973,1006.80566777125,0.0729268974418762,13,"cypassay1_1",-0.0174011011768194,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-11.6295915507093
"612","cypassay1_p007_F06","cypassay1_1_PHX2701_DMSO","cypassay1","p007","F06",20220920,"p007_F06","m2x","20220920-cypassay1-p007-m2x_F06.TIF","Thiabendazole","48h",10,"15hHB101",7,"F",6,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",859.493559679141,720.350725246593,775.752354098459,816.538052125323,872.694389248314,78.3063271031414,893.688080629762,943.192106088146,1001.57795984115,0.0911075204942479,11,"cypassay1_1",-6.66159747525707,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-18.2737879247895
"613","cypassay1_p007_F07","cypassay1_1_PHX2701_DMSO","cypassay1","p007","F07",20220920,"p007_F07","m2x","20220920-cypassay1-p007-m2x_F07.TIF","Thiabendazole","48h",10,"15hHB101",7,"F",7,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",934.522459089941,848.913743088963,859.540225672186,889.099927301397,938.340190832695,55.7182634921432,968.350255629846,1005.29622176401,1030.77121018449,0.0596221770276156,17,"cypassay1_1",58.9842041091244,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,47.372013659592
"614","cypassay1_p007_F08","cypassay1_1_PHX2701_DMSO","cypassay1","p007","F08",20220920,"p007_F08","m2x","20220920-cypassay1-p007-m2x_F08.TIF","Thiabendazole","48h",10,"15hHB101",7,"F",8,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",881.2163643351,746.700325246593,788.212863011167,834.865317985983,880.237475493517,70.1483134069566,938.334313196372,958.860984352241,983.012866949023,0.0796039613493621,17,"cypassay1_1",0.881488769946582,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-10.7307016795858
"615","cypassay1_p007_F09","cypassay1_1_PHX2701_DMSO","cypassay1","p007","F09",20220920,"p007_F09","m2x","20220920-cypassay1-p007-m2x_F09.TIF","Thiabendazole","48h",10,"15hHB101",7,"F",9,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",884.896907774696,757.786083876855,828.365840588901,847.065123359634,882.587420572002,54.6127795993502,919.079655968722,949.331372693265,990.147733430511,0.0617165447404356,30,"cypassay1_1",3.2314338484317,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-8.38075660110073
"616","cypassay1_p007_F10","cypassay1_1_PHX2701_DMSO","cypassay1","p007","F10",20220920,"p007_F10","m2x","20220920-cypassay1-p007-m2x_F10.TIF","Thiabendazole","48h",10,"15hHB101",7,"F",10,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",897.075606050356,807.263327362601,817.598528476806,859.498810184492,896.571992883004,57.6265000786165,929.717620391234,974.547896953292,994.914840779121,0.0642381753443664,17,"cypassay1_1",17.2160061594333,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,5.60381570990083
"617","cypassay1_p007_F11","cypassay1_1_PHX2701_DMSO","cypassay1","p007","F11",20220920,"p007_F11","m2x","20220920-cypassay1-p007-m2x_F11.TIF","Thiabendazole","48h",10,"15hHB101",7,"F",11,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",892.547654082189,816.640549083231,825.498776932036,850.052967848571,882.799175768343,57.5590673515447,927.141556815454,959.352073453093,1017.24599461977,0.0644885089197091,16,"cypassay1_1",3.44318904477232,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-8.16900140476011
"618","cypassay1_p007_F12","cypassay1_1_PHX2701_DMSO","cypassay1","p007","F12",20220920,"p007_F12","m2x","20220920-cypassay1-p007-m2x_F12.TIF","Thiabendazole","48h",10,"15hHB101",7,"F",12,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",805.997750844158,471.850207099453,644.108373660383,717.659369577266,843.245004198994,137.324547491714,890.287225676055,958.080920268498,987.762331199897,0.17037832592943,17,"cypassay1_1",-36.1109825245765,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-47.7231729741089
"619","cypassay1_p007_G01","cypassay1_1_PHX2701_DMSO","cypassay1","p007","G01",20220920,"p007_G01","m2x","20220920-cypassay1-p007-m2x_G01.TIF","Thiabendazole","48h",10,"15hHB101",7,"G",1,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",931.264761113761,867.363551297293,871.771927595419,879.270641515151,894.676866463947,59.2152033249901,985.93670399012,1006.19882910773,1011.98861145961,0.0635857876273238,16,"cypassay1_1",15.3208797403761,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,3.70868929084364
"620","cypassay1_p007_G02","cypassay1_1_PHX2701_DMSO","cypassay1","p007","G02",20220920,"p007_G02","m2x","20220920-cypassay1-p007-m2x_G02.TIF","Thiabendazole","48h",10,"15hHB101",7,"G",2,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",914.851935079651,787.260407271297,835.204861976195,877.496798282692,908.355201495845,64.1147440843433,971.634410178512,997.031002941758,1012.90250402318,0.070082099218341,25,"cypassay1_1",28.9992147722742,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,17.3870243227417
"621","cypassay1_p007_G03","cypassay1_1_PHX2701_DMSO","cypassay1","p007","G03",20220920,"p007_G03","m2x","20220920-cypassay1-p007-m2x_G03.TIF","Thiabendazole","48h",10,"15hHB101",7,"G",3,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",924.524407640494,836.520485622394,854.673572820835,893.407093823194,929.836890444197,48.8559869164476,953.372900063036,968.799311005419,1032.12200608815,0.0528444533348064,19,"cypassay1_1",50.4809037206268,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,38.8687132710943
"622","cypassay1_p007_G04","cypassay1_1_PHX2701_DMSO","cypassay1","p007","G04",20220920,"p007_G04","m2x","20220920-cypassay1-p007-m2x_G04.TIF","Thiabendazole","48h",10,"15hHB101",7,"G",4,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",882.089731348622,731.127968353098,831.441557667352,839.545831199897,876.957647636479,60.8924015967149,924.850997672615,947.049531730603,995.617068934945,0.0690319810248974,25,"cypassay1_1",-2.39833908709206,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-14.0105295366245
"623","cypassay1_p007_G05","cypassay1_1_PHX2701_DMSO","cypassay1","p007","G05",20220920,"p007_G05","m2x","20220920-cypassay1-p007-m2x_G05.TIF","Thiabendazole","48h",10,"15hHB101",7,"G",5,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",902.014895053215,715.53437304629,798.766830850789,847.00581934975,889.644540658929,85.9541645821863,967.95683413255,996.788894669564,1076.14892399971,0.0952912918107803,25,"cypassay1_1",10.2885539353586,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-1.32363651417378
"624","cypassay1_p007_G06","cypassay1_1_PHX2701_DMSO","cypassay1","p007","G06",20220920,"p007_G06","m2x","20220920-cypassay1-p007-m2x_G06.TIF","Thiabendazole","48h",10,"15hHB101",7,"G",6,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",881.318955764455,744.333910757565,823.960830322257,847.685419582313,867.987751337982,57.8601805396015,920.813941645311,958.895800119466,994.680764727179,0.0656518053550926,28,"cypassay1_1",-11.3682353855884,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-22.9804258351208
"625","cypassay1_p007_G08","cypassay1_1_PHX2701_DMSO","cypassay1","p007","G08",20220920,"p007_G08","m2x","20220920-cypassay1-p007-m2x_G08.TIF","Thiabendazole","48h",10,"15hHB101",7,"G",8,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",885.056480654257,770.940104813033,808.492798890244,854.872853039687,878.448325246593,61.9105699413401,923.104054231187,966.546137318245,1020.40845877388,0.0699509819933459,27,"cypassay1_1",-0.907661476977996,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-12.5198519265104
"626","cypassay1_p007_G09","cypassay1_1_PHX2701_DMSO","cypassay1","p007","G09",20220920,"p007_G09","m2x","20220920-cypassay1-p007-m2x_G09.TIF","Thiabendazole","48h",10,"15hHB101",7,"G",9,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",915.736899354944,810.033767045793,836.591185296146,870.269303637631,920.241466635791,64.7184816917883,958.344789615428,999.407534056723,1038.80636356349,0.0706736637317736,23,"cypassay1_1",40.8854799122205,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,29.273289462688
"627","cypassay1_p007_G10","cypassay1_1_PHX2701_DMSO","cypassay1","p007","G10",20220920,"p007_G10","m2x","20220920-cypassay1-p007-m2x_G10.TIF","Thiabendazole","48h",10,"15hHB101",7,"G",10,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",901.289174311005,779.866623125289,824.570910585158,837.342693169541,896.275237726276,69.6097029926298,954.638165902582,961.932324820686,1095.45902989922,0.0772334839657242,27,"cypassay1_1",16.9192510027053,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,5.30706055317287
"628","cypassay1_p007_G11","cypassay1_1_PHX2701_DMSO","cypassay1","p007","G11",20220920,"p007_G11","m2x","20220920-cypassay1-p007-m2x_G11.TIF","Thiabendazole","48h",10,"15hHB101",7,"G",11,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",892.505808644597,720.2045879732,825.44633269745,842.077370703905,898.906870671713,67.5809418188408,943.67689346485,966.765406414178,1006.20039709077,0.075720450404096,29,"cypassay1_1",19.5508839481418,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,7.93869349860941
"629","cypassay1_p007_G12","cypassay1_1_PHX2701_DMSO","cypassay1","p007","G12",20220920,"p007_G12","m2x","20220920-cypassay1-p007-m2x_G12.TIF","Thiabendazole","48h",10,"15hHB101",7,"G",12,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",894.836795878805,762.797630618051,826.215831629317,860.038657542762,887.276083012857,61.9645479302611,925.674422672616,974.545033937671,1014.91111683106,0.0692467589795598,24,"cypassay1_1",7.92009628928632,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-3.69209416024611
"630","cypassay1_p007_H01","cypassay1_1_PHX2701_DMSO","cypassay1","p007","H01",20220920,"p007_H01","m2x","20220920-cypassay1-p007-m2x_H01.TIF","Thiabendazole","48h",10,"15hHB101",7,"H",1,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",923.486911928836,752.650927600615,854.05887774946,872.212745582847,910.774171835405,72.5637311542228,987.237382721935,1012.61894949008,1054.43551683106,0.078575808944236,23,"cypassay1_1",31.4181851118344,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,19.805994662302
"631","cypassay1_p007_H02","cypassay1_1_PHX2701_DMSO","cypassay1","p007","H02",20220920,"p007_H02","m2x","20220920-cypassay1-p007-m2x_H02.TIF","Thiabendazole","48h",10,"15hHB101",7,"H",2,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",901.43110799541,773.412101178343,830.697992883004,858.549006669993,909.883911459603,60.1732237134298,935.29720725184,959.894682140088,995.988263563488,0.0667529921917629,21,"cypassay1_1",30.5279247360325,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,18.9157342865001
"632","cypassay1_p007_H03","cypassay1_1_PHX2701_DMSO","cypassay1","p007","H03",20220920,"p007_H03","m2x","20220920-cypassay1-p007-m2x_H03.TIF","Thiabendazole","48h",10,"15hHB101",7,"H",3,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",869.779489571853,786.065088666466,809.124316739907,837.763770556525,873.004643711773,48.345689831025,901.190330904589,926.42489893135,969.65216287022,0.0555838467228321,23,"cypassay1_1",-6.35134301179768,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-17.9635334613301
"633","cypassay1_p007_H04","cypassay1_1_PHX2701_DMSO","cypassay1","p007","H04",20220920,"p007_H04","m2x","20220920-cypassay1-p007-m2x_H04.TIF","Thiabendazole","48h",10,"15hHB101",7,"H",4,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",868.208634102077,806.592195927077,834.377673604541,862.31094297861,871.154024530863,26.4217463789713,886.871786248143,891.644785999711,896.103840779121,0.0304324851667679,12,"cypassay1_1",-8.20196219270806,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-19.8141526422405
"634","cypassay1_p007_H05","cypassay1_1_PHX2701_DMSO","cypassay1","p007","H05",20220920,"p007_H05","m2x","20220920-cypassay1-p007-m2x_H05.TIF","Thiabendazole","48h",10,"15hHB101",7,"H",5,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",891.715362272694,794.210698827536,823.860748480902,848.135856734876,888.006709355721,63.7745428984676,933.048614780304,950.25597582844,1042.00146388099,0.0715189460636037,16,"cypassay1_1",8.65072263215039,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-2.96146781738204
"635","cypassay1_p007_H06","cypassay1_1_PHX2701_DMSO","cypassay1","p007","H06",20220920,"p007_H06","m2x","20220920-cypassay1-p007-m2x_H06.TIF","Thiabendazole","48h",10,"15hHB101",7,"H",6,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",854.663655451105,674.798152095111,754.186118243702,801.799518319388,860.355296102194,80.7048835744042,921.882798138615,934.093252570703,990.862116249217,0.0944288236192832,20,"cypassay1_1",-19.0006906213772,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-30.6128810709097
"636","cypassay1_p007_H07","cypassay1_1_PHX2701_DMSO","cypassay1","p007","H07",20220920,"p007_H07","m2x","20220920-cypassay1-p007-m2x_H07.TIF","Thiabendazole","48h",10,"15hHB101",7,"H",7,1,"PHX2701",NA,NA,NA,0,"DMSO","Both",904.036757505366,809.143506669993,838.08152439084,863.803093199753,890.646659937567,59.9570809910424,950.852067147812,981.545890269805,1006.11174268773,0.0663215079401089,15,"cypassay1_1",11.2906732139966,879.355986723571,3.75730551876682,234.038989465031,0,11.6121904495324,-0.321517235535879
