Metadata_Plate,Metadata_Well,Metadata_Experiment,bleach,drug,strain,mean_wormlength_um,min_wormlength_um,q10_wormlength_um,q25_wormlength_um,median_wormlength_um,sd_wormlength_um,q75_wormlength_um,q90_wormlength_um,max_wormlength_um,cv_wormlength_um,n,Metadata_Date,Metadata_Group,Metadata_Magnification,FileName_RawBF,FileName_wellmask_98.png,PathName_RawBF,PathName_wellmask_98.png,assay_type,food_conc_OD,food_type,plate,row,col,well_censor,well_censor_reason,notes,concentration_um,diluent,class,...18
p004,C11,cyp35,1,DMSO,N2,708.359732802367,176.132613233373,196.422716556409,437.868185049318,856.904202374228,303.849569382705,935.200249776499,941.787850322605,976.993391165695,0.428948111125169,17,20220617,p004_C11,m2X,20220617-cyp35-p004-m2X_C11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,C,11,,,,0,DMSO,Both,""
p004,D01,cyp35,1,DMSO,ECA3359,706.153564753005,490.46729160789,533.604546236913,598.310428180447,706.153564753005,305.02645269953,813.996701325563,878.702583269097,921.83983789812,0.431954843711964,2,20220617,p004_D01,m2X,20220617-cyp35-p004-m2X_D01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,1,,,,0,DMSO,Both,""
p004,D03,cyp35,1,DMSO,ECA2922,958.226709330167,807.07698330378,864.572399739652,927.762745407577,985.970044986887,71.6131893498929,1020.24882219375,1024.93160964078,1041.9968954329,0.074735121294994,13,20220617,p004_D03,m2X,20220617-cyp35-p004-m2X_D03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,3,,,,0,DMSO,Both,""
p004,D04,cyp35,1,DMSO,ECA2921,1006.44050887339,963.307141994465,981.025796278549,985.776130036204,997.661074297633,28.7732033605794,1023.2423097423,1043.32584941599,1048.2193114596,0.0285890751682762,9,20220617,p004_D04,m2X,20220617-cyp35-p004-m2X_D04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,4,,,,0,DMSO,Both,""
p004,D05,cyp35,1,DMSO,ECA2860,920.350817080577,845.233952127304,874.712611203769,891.873836571356,905.379670098637,49.584569981392,963.713330618052,995.235922311558,1001.36024729673,0.0538757276694533,17,20220617,p004_D05,m2X,20220617-cyp35-p004-m2X_D05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,5,,,,0,DMSO,Both,""
p004,D06,cyp35,1,DMSO,ECA2859,790.939844287797,323.653089136892,462.58282718967,752.077710640167,878.699036571355,191.853678669563,913.274568934945,921.939851575974,1006.43447314271,0.242564184944201,25,20220617,p004_D06,m2X,20220617-cyp35-p004-m2X_D06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,6,,,,0,DMSO,Both,""
p004,D07,cyp35,1,DMSO,PHX2702,918.371830876183,736.085460390451,854.609518547083,899.477862981641,938.728025828441,67.7007269656137,963.850449194652,979.112154145839,984.052400564303,0.0737182094326904,13,20220617,p004_D07,m2X,20220617-cyp35-p004-m2X_D07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,7,,,,0,DMSO,Both,""
p004,D08,cyp35,1,DMSO,PHX2701,640.576084822851,186.525483733241,210.906516205836,328.998635287397,688.678121616288,305.482112637899,915.569286895989,939.369726916216,940.879352007112,0.476886539906308,12,20220617,p004_D08,m2X,20220617-cyp35-p004-m2X_D08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,8,,,,0,DMSO,Both,""
p004,D09,cyp35,1,DMSO,DL238,929.210991146001,854.119204780841,869.503042226971,911.004090342736,942.599304580226,41.5899403141741,950.334575392056,960.495533071041,992.928639615429,0.0447583387524086,10,20220617,p004_D09,m2X,20220617-cyp35-p004-m2X_D09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,9,,,,0,DMSO,Both,""
p004,D10,cyp35,1,DMSO,CB4856,897.527655289106,443.706923860059,597.285461442136,879.669619149675,978.623620456982,190.264321023538,1012.62816051064,1020.61855883312,1028.319992883,0.211987140343047,13,20220617,p004_D10,m2X,20220617-cyp35-p004-m2X_D10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,10,,,,0,DMSO,Both,""
p004,D11,cyp35,1,DMSO,N2,872.595750107575,697.909811516064,809.825654275186,864.197413053102,885.70418414228,68.0043795408102,906.014836131279,940.213536719674,945.549501880382,0.0779334296923019,12,20220617,p004_D11,m2X,20220617-cyp35-p004-m2X_D11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,11,,,,0,DMSO,Both,""
p004,E02,cyp35,1,DMSO,ECA3352,173.510320313368,173.510320313368,173.510320313368,173.510320313368,173.510320313368,,173.510320313368,173.510320313368,173.510320313368,,1,20220617,p004_E02,m2X,20220617-cyp35-p004-m2X_E02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,E,2,,,,0,DMSO,Both,""
p004,E03,cyp35,1,DMSO,ECA2922,965.467658294876,867.427987391353,906.899624124225,938.182996799847,979.89095819203,55.849665092476,1002.76193319968,1023.0567555555,1029.06480248169,0.0578472666718974,7,20220617,p004_E03,m2X,20220617-cyp35-p004-m2X_E03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,E,3,,,,0,DMSO,Both,""
p004,E04,cyp35,1,DMSO,ECA2921,1036.38747703255,1026.65894251589,1027.50161630288,1028.92647373429,1035.34400828657,9.66368362158692,1041.35817821886,1048.79452010157,1052.14008451913,0.00932439250352248,7,20220617,p004_E04,m2X,20220617-cyp35-p004-m2X_E04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,E,4,,,,0,DMSO,Both,""
p004,E05,cyp35,1,DMSO,ECA2860,910.823376670621,809.162173082941,855.55358412305,885.677711750527,911.342028179246,47.8645895875043,948.516226753921,976.818596858031,981.409007251839,0.0525509015397323,19,20220617,p004_E05,m2X,20220617-cyp35-p004-m2X_E05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,E,5,,,,0,DMSO,Both,""
p004,E06,cyp35,1,DMSO,ECA2859,939.269255069369,800.171589733738,864.259827424212,893.388917416571,949.448472560865,74.4364871379429,974.989191227907,1023.21804301198,1070.81568375666,0.0792493597934763,12,20220617,p004_E06,m2X,20220617-cyp35-p004-m2X_E06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,E,6,,,,0,DMSO,Both,""
p004,E07,cyp35,1,DMSO,PHX2702,700.073536055735,201.286894628542,234.884478616122,509.239526992131,875.776531199898,308.541923005935,908.185446755847,926.098316719378,1102.92823845174,0.440727876594625,13,20220617,p004_E07,m2X,20220617-cyp35-p004-m2X_E07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,E,7,,,,0,DMSO,Both,""
p004,E08,cyp35,1,DMSO,PHX2701,711.165091261893,251.428901154921,453.825748738736,539.368706398483,804.182518307118,232.602116213892,883.721865194957,918.911179962782,944.721915514985,0.327071898033075,10,20220617,p004_E08,m2X,20220617-cyp35-p004-m2X_E08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,E,8,,,,0,DMSO,Both,""
p004,E09,cyp35,1,DMSO,DL238,911.987564516843,736.208071835404,818.490533276811,908.041423870019,934.899432532109,71.9722202120436,962.777529049148,966.751999307375,969.674389738974,0.0789179842053805,12,20220617,p004_E09,m2X,20220617-cyp35-p004-m2X_E09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,E,9,,,,0,DMSO,Both,""
p004,E10,cyp35,1,DMSO,CB4856,983.481291243389,830.000931833396,925.766780763159,960.151347972065,1001.72920936545,62.3195657451711,1019.02329902134,1044.63983103536,1047.22621087776,0.0633662951192312,12,20220617,p004_E10,m2X,20220617-cyp35-p004-m2X_E10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,E,10,,,,0,DMSO,Both,""
p004,E11,cyp35,1,DMSO,N2,935.494232529217,896.04704440504,901.174186411687,903.393468934944,926.563969508021,37.8116139774007,963.947406669994,982.614258728431,1019.95067001064,0.0404188638076074,17,20220617,p004_E11,m2X,20220617-cyp35-p004-m2X_E11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,E,11,,,,0,DMSO,Both,""
p004,F01,cyp35,1,DMSO,ECA3359,555.969227509496,240.043251401844,303.228446623375,398.00623945567,555.969227509496,446.7868001174,713.932215563323,808.710008395618,871.895203617149,0.803617858705622,2,20220617,p004_F01,m2X,20220617-cyp35-p004-m2X_F01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,F,1,,,,0,DMSO,Both,""
p004,F03,cyp35,1,DMSO,ECA2922,939.706406946206,721.357325135173,809.702733518511,872.456120904847,971.327720368983,110.916633269215,1026.40910066098,1037.48222945436,1054.669592883,0.118033284065461,11,20220617,p004_F03,m2X,20220617-cyp35-p004-m2X_F03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,F,3,,,,0,DMSO,Both,""
p004,F04,cyp35,1,DMSO,ECA2921,1013.00701733527,962.777026410286,970.191168269975,987.334063990786,1015.30239201024,36.9719551830066,1034.21785064596,1050.12730769123,1072.73332817925,0.0364972350144836,8,20220617,p004_F04,m2X,20220617-cyp35-p004-m2X_F04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,F,4,,,,0,DMSO,Both,""
p004,F05,cyp35,1,DMSO,ECA2860,906.188562124027,742.666656331108,768.809575921323,860.4680949778,926.47532966909,82.0977917812165,962.383315051813,998.964603101722,1017.98940719207,0.0905968086694743,22,20220617,p004_F05,m2X,20220617-cyp35-p004-m2X_F05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,F,5,,,,0,DMSO,Both,""
p004,F06,cyp35,1,DMSO,ECA2859,705.333610381124,166.83216602243,307.388802374577,386.881947859938,869.945019763714,320.42983356718,951.209419221483,981.717522775594,1000.69991918187,0.454295426803832,11,20220617,p004_F06,m2X,20220617-cyp35-p004-m2X_F06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,F,6,,,,0,DMSO,Both,""
p004,F07,cyp35,1,DMSO,PHX2702,878.043222090883,717.832685049319,758.74490506927,815.566037408813,896.880508406761,83.8623292361767,949.63787816315,962.941568702207,979.285687511546,0.0955104795826285,19,20220617,p004_F07,m2X,20220617-cyp35-p004-m2X_F07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,F,7,,,,0,DMSO,Both,""
p004,F08,cyp35,1,DMSO,PHX2701,703.830081674297,183.386303998994,288.309987426707,599.47822830414,752.032147878575,267.292379131881,896.910279976109,960.225715667371,969.96969709077,0.379768336266668,11,20220617,p004_F08,m2X,20220617-cyp35-p004-m2X_F08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,F,8,,,,0,DMSO,Both,""
p004,F09,cyp35,1,DMSO,DL238,849.695578118036,422.130274622397,619.827836767522,836.543410238009,897.155878407083,167.08750817363,960.003570939118,1004.35991606594,1016.36609758462,0.196643965764429,18,20220617,p004_F09,m2X,20220617-cyp35-p004-m2X_F09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,F,9,,,,0,DMSO,Both,""
p004,F10,cyp35,1,DMSO,CB4856,864.977362468608,413.169688728659,691.270451269522,782.996539690187,949.973421038827,190.442535111168,991.183294795507,1025.29151133941,1048.49354861281,0.220170542460965,11,20220617,p004_F10,m2X,20220617-cyp35-p004-m2X_F10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,F,10,,,,0,DMSO,Both,""
p004,F11,cyp35,1,DMSO,N2,515.485914020135,174.746262629577,180.020287023524,182.385774099375,481.961961804266,352.099433113062,824.906311390199,899.517552833462,929.54013528747,0.68304375257732,8,20220617,p004_F11,m2X,20220617-cyp35-p004-m2X_F11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,F,11,,,,0,DMSO,Both,""
p004,G01,cyp35,1,DMSO,ECA3359,702.45620704065,504.247535567131,543.889269861835,603.35187130389,702.45620704065,280.309391377804,801.56054277741,861.023144219466,900.664878514169,0.399041802988273,2,20220617,p004_G01,m2X,20220617-cyp35-p004-m2X_G01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,G,1,,,,0,DMSO,Both,""
p004,G03,cyp35,1,DMSO,ECA2922,962.408389452993,871.640348501385,926.399417758469,947.702225085437,959.832003035302,45.5405332611405,980.606685654588,1011.68500062877,1034.81043540766,0.0473193435969781,9,20220617,p004_G03,m2X,20220617-cyp35-p004-m2X_G03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,G,3,,,,0,DMSO,Both,""
p004,G04,cyp35,1,DMSO,ECA2921,979.018347193785,863.352423529285,870.263030133804,978.386603039688,991.121130646282,59.5725315930328,1014.48312582844,1030.56379592708,1046.50146471841,0.0608492494178367,11,20220617,p004_G04,m2X,20220617-cyp35-p004-m2X_G04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,G,4,,,,0,DMSO,Both,""
p004,G05,cyp35,1,DMSO,ECA2860,902.26985999419,798.85105094019,823.351953532872,877.960344548309,915.007117408523,57.5237911156094,938.378634389433,969.93416868116,972.007819722751,0.0637545302865151,10,20220617,p004_G05,m2X,20220617-cyp35-p004-m2X_G05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,G,5,,,,0,DMSO,Both,""
p004,G06,cyp35,1,DMSO,ECA2859,893.289629203844,800.328924135731,856.053776676668,876.123479177551,894.414000476306,45.4252602237695,910.284714445986,951.491970324255,969.404587511545,0.0508516596842789,11,20220617,p004_G06,m2X,20220617-cyp35-p004-m2X_G06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,G,6,,,,0,DMSO,Both,""
p004,G07,cyp35,1,DMSO,PHX2702,889.578798205777,780.824340779121,826.397434756783,849.464585670731,883.457434534894,55.5687121475258,939.373810739355,961.613708825606,976.42860291511,0.0624663180592931,18,20220617,p004_G07,m2X,20220617-cyp35-p004-m2X_G07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,G,7,,,,0,DMSO,Both,""
p004,G08,cyp35,1,DMSO,PHX2701,575.020309647388,174.714978943629,197.546871336015,282.138654008445,613.444620157954,316.889505380344,858.688094825378,935.836264382347,953.107484458702,0.551092718054891,13,20220617,p004_G08,m2X,20220617-cyp35-p004-m2X_G08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,G,8,,,,0,DMSO,Both,""
p004,G09,cyp35,1,DMSO,DL238,917.111603338342,860.246755749261,884.221777524938,900.567921038828,925.764783876855,33.1966175044462,927.270356945146,943.96796763704,979.647863443294,0.03619692236322,9,20220617,p004_G09,m2X,20220617-cyp35-p004-m2X_G09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,G,9,,,,0,DMSO,Both,""
p004,G10,cyp35,1,DMSO,CB4856,1008.80320476674,982.088717404138,983.070458711167,995.988263563487,1010.11286707799,19.7646966148553,1018.22488027039,1028.7047421603,1043.13332524659,0.0195922222703737,9,20220617,p004_G10,m2X,20220617-cyp35-p004-m2X_G10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,G,10,,,,0,DMSO,Both,""
p004,G11,cyp35,1,DMSO,N2,932.286651170858,798.217725960819,818.945850360769,883.59354823792,942.939159656374,83.5024890519578,1001.1543187492,1021.95932577026,1042.23718214009,0.0895673974813295,10,20220617,p004_G11,m2X,20220617-cyp35-p004-m2X_G11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,G,11,,,,0,DMSO,Both,""
p004,H01,cyp35,1,DMSO,ECA3359,674.335682089085,455.697963113943,500.040999425823,566.555553893644,677.413144673345,217.115346152585,783.654541576656,847.399379718643,889.895938479967,0.321969238643822,3,20220617,p004_H01,m2X,20220617-cyp35-p004-m2X_H01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,H,1,,,,0,DMSO,Both,""
p004,H02,cyp35,1,DMSO,ECA3352,186.578822812596,186.578822812596,186.578822812596,186.578822812596,186.578822812596,,186.578822812596,186.578822812596,186.578822812596,,1,20220617,p004_H02,m2X,20220617-cyp35-p004-m2X_H02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,H,2,,,,0,DMSO,Both,""
p004,H03,cyp35,1,DMSO,ECA2922,601.580463478366,169.098097328414,218.542425596826,326.131006753538,422.529904207765,345.810270276363,956.272887430968,1022.24090608815,1027.50417197902,0.574836270906925,11,20220617,p004_H03,m2X,20220617-cyp35-p004-m2X_H03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,H,3,,,,0,DMSO,Both,""
p004,H04,cyp35,1,DMSO,ECA2921,748.186061572863,197.547180331475,352.244180455101,636.352036058284,776.499295996355,270.926529067304,999.057737777898,1014.66455449526,1061.159458622,0.362111168574503,16,20220617,p004_H04,m2X,20220617-cyp35-p004-m2X_H04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,H,4,,,,0,DMSO,Both,""
p004,H05,cyp35,1,DMSO,ECA2860,838.874712123363,574.75230965092,594.056110551237,825.30936878256,890.554869568443,150.64512352333,933.429765942525,956.041350123852,985.382417404137,0.179580003242698,9,20220617,p004_H05,m2X,20220617-cyp35-p004-m2X_H05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,H,5,,,,0,DMSO,Both,""
p004,H06,cyp35,1,DMSO,ECA2859,574.334767873445,165.856659849918,191.602411944841,238.947157526032,598.120777737818,323.735076147973,875.137961374315,896.687860626994,986.863052127305,0.563669647489126,12,20220617,p004_H06,m2X,20220617-cyp35-p004-m2X_H06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,H,6,,,,0,DMSO,Both,""
p004,H07,cyp35,1,DMSO,PHX2702,811.640801913588,531.37162494268,612.748827693688,670.493708415531,890.059032354818,156.73218683515,900.661742548082,928.75349595377,980.393388666467,0.193105357031862,9,20220617,p004_H07,m2X,20220617-cyp35-p004-m2X_H07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,H,7,,,,0,DMSO,Both,""
p004,H08,cyp35,1,DMSO,PHX2701,870.172464872303,746.576705976725,815.840241229073,834.905479087243,883.203277932323,58.7780610999567,916.896166496141,937.339835522278,952.136901880381,0.0675475994389024,13,20220617,p004_H08,m2X,20220617-cyp35-p004-m2X_H08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,H,8,,,,0,DMSO,Both,""
p004,H09,cyp35,1,DMSO,DL238,673.999902070528,164.905702499596,180.859719501735,352.915509970799,908.011303044073,335.057132537482,957.135969619772,974.776203834469,984.63770571542,0.497117479554798,18,20220617,p004_H09,m2X,20220617-cyp35-p004-m2X_H09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,H,9,,,,0,DMSO,Both,""
p004,H10,cyp35,1,DMSO,CB4856,662.903857026132,170.441356339878,176.163608780731,335.745491711301,843.357133586614,345.852157404566,913.987602897068,999.35898360881,1025.18003036718,0.521722952338973,10,20220617,p004_H10,m2X,20220617-cyp35-p004-m2X_H10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,H,10,,,,0,DMSO,Both,""
p004,H11,cyp35,1,DMSO,N2,679.515850729424,188.580246732424,319.22765102875,523.778737465213,802.887140197275,297.986986655017,886.14083088328,916.432760962246,938.105912916426,0.438528382134344,6,20220617,p004_H11,m2X,20220617-cyp35-p004-m2X_H11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,H,11,,,,0,DMSO,Both,""
p005,A01,cyp35,2,DMSO,ECA2859,636.649250533362,168.349894628542,177.8589665058,329.166851623189,778.913961490619,328.191643640862,916.304918407155,924.756078469902,979.519763563487,0.515498358579571,12,20220617,p005_A01,m2X,20220617-cyp35-p005-m2X_A01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,5,A,1,,,,0,DMSO,Both,""
p005,A02,cyp35,2,DMSO,ECA2860,570.310708590231,168.1158185766,214.213131265012,324.327477656136,544.392673644141,282.560978358714,824.493473709166,930.648324951848,993.821646755847,0.495450942973148,20,20220617,p005_A02,m2X,20220617-cyp35-p005-m2X_A02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220622_cyp35d1/raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,5,A,2,,,,0,DMSO,Both,""
