Metadata_Plate,Metadata_Well,Metadata_Experiment,bleach,drug,strain,mean_wormlength_um,min_wormlength_um,q10_wormlength_um,q25_wormlength_um,median_wormlength_um,sd_wormlength_um,q75_wormlength_um,q90_wormlength_um,max_wormlength_um,cv_wormlength_um,n,Metadata_Date,Metadata_Group,Metadata_Magnification,FileName_RawBF,FileName_wellmask_98.png,PathName_RawBF,PathName_wellmask_98.png,assay_type,food_conc_OD,food_type,plate,row,col,well_censor,well_censor_reason,notes,concentration_um,diluent,class
p003,H07,cypassay3,3,DMSO,N2,897.464485966038,786.572394046696,855.201837350477,866.26662582844,900.567921038828,42.5831077160804,925.424410324142,944.25141337545,984.137597672616,0.0474482370968068,25,20220908,p003_H07,m2x,20220908-cypassay3-p003-m2x_H07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,7,,,,0,DMSO,Both
p003,H08,cypassay3,3,DMSO,N2,915.751609983296,834.185607833685,850.84495705964,899.996928728899,918.166640197274,42.9129008420921,946.679721038828,962.959078617622,981.4491683531,0.0468608521942701,17,20220908,p003_H08,m2x,20220908-cypassay3-p003-m2x_H08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,8,,,,0,DMSO,Both
p003,H09,cypassay3,3,DMSO,N2,913.899866628549,873.613050358344,892.908675892815,900.077252205015,907.803879420512,23.7544082400226,925.584816063467,942.077547730801,959.563648612807,0.0259923533282203,12,20220908,p003_H09,m2x,20220908-cypassay3-p003-m2x_H09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,9,,,,0,DMSO,Both
p003,H10,cypassay3,3,DMSO,N2,918.710246103517,865.992388675238,884.041246553624,892.520100976974,920.915311168682,32.2516972881258,937.700392372619,967.271572023719,971.899101880382,0.0351054071998363,20,20220908,p003_H10,m2x,20220908-cypassay3-p003-m2x_H10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,10,,,,0,DMSO,Both
p003,H11,cypassay3,3,DMSO,N2,927.194340695015,823.933313205143,882.443564346855,895.139138384316,932.537082677935,42.3727743348061,956.094390300254,982.724650468027,985.445096508924,0.0456999924126413,20,20220908,p003_H11,m2x,20220908-cypassay3-p003-m2x_H11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,11,,,,0,DMSO,Both
p003,H12,cypassay3,3,DMSO,N2,903.675210957237,873.378974306403,878.338630385314,891.657403617149,908.862410143527,18.106927343701,915.535007251839,921.124803069289,925.627665300256,0.0200369857711609,9,20220908,p003_H12,m2x,20220908-cypassay3-p003-m2x_H12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,12,,,,0,DMSO,Both
p004,A01,cypassay3,1,Thiabendazole,CB4856,640.170781232798,542.476023819095,593.98291094019,626.223177278669,642.913795815656,37.3712140088545,667.930634758396,677.093845801471,687.450174355986,0.0583769442536686,27,20220908,p004_A01,m2x,20220908-cypassay3-p004-m2x_A01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,1,,,,32.5,DMSO,Anthelmintic
p004,A02,cypassay3,1,Thiabendazole,CB4856,644.268212557892,561.898565890872,580.296470680483,634.134192911233,656.613544293619,36.0062297074563,671.002021620674,680.578542929209,690.838661092488,0.0558870187999859,21,20220908,p004_A02,m2x,20220908-cypassay3-p004-m2x_A02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,2,,,,32.5,DMSO,Anthelmintic
p004,A03,cypassay3,1,Thiabendazole,CB4856,682.611422139399,604.831266463946,630.500226196008,652.286582610513,682.852687511546,41.2143921201677,711.890716831061,728.335120170306,755.114289830158,0.0603775307348301,17,20220908,p004_A03,m2x,20220908-cypassay3-p004-m2x_A03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,3,,,,32.5,DMSO,Anthelmintic
p004,A04,cypassay3,1,Thiabendazole,CB4856,681.214988380506,560.380516831061,629.41373747002,658.101458773875,694.291997672616,42.9382224270853,714.110994046696,724.854159328753,740.734831199897,0.0630318227864671,25,20220908,p004_A04,m2x,20220908-cypassay3-p004-m2x_A04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,4,,,,32.5,DMSO,Anthelmintic
p004,A05,cypassay3,1,Thiabendazole,CB4856,722.120331387084,648.807270732135,667.098884839931,706.288099776498,724.566025174786,38.6186625964337,750.397776880381,763.827950935805,789.381306669992,0.053479539237253,16,20220908,p004_A05,m2x,20220908-cypassay3-p004-m2x_A05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,5,,,,32.5,DMSO,Anthelmintic
p004,A06,cypassay3,1,Thiabendazole,CB4856,668.597647031223,576.171727020362,626.355552278873,647.91478206828,681.270951522037,40.7769610481506,694.112280541859,704.588351289298,731.219043097734,0.0609887893402149,19,20220908,p004_A06,m2x,20220908-cypassay3-p004-m2x_A06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,6,,,,32.5,DMSO,Anthelmintic
p004,A07,cypassay3,1,Thiabendazole,CB4856,666.585964618056,579.386112642755,626.178967354208,654.393364378353,668.133176657209,35.8332492299122,693.131657688223,701.713731144187,729.660832936664,0.0537563812200039,26,20220908,p004_A07,m2x,20220908-cypassay3-p004-m2x_A07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,7,,,,32.5,DMSO,Anthelmintic
p004,A08,cypassay3,1,Thiabendazole,CB4856,675.434007009943,630.473860134877,647.314805335994,659.919201808574,684.079864145333,21.684862582987,691.399100658996,696.770447600946,705.029079677861,0.0321050796346235,15,20220908,p004_A08,m2x,20220908-cypassay3-p004-m2x_A08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,8,,,,32.5,DMSO,Anthelmintic
p004,A09,cypassay3,1,Thiabendazole,CB4856,642.494168456246,530.661051427268,562.169667077985,621.539725246592,656.925195783463,48.9938074192075,677.121269516791,692.556507833685,700.177169516792,0.0762556453032523,21,20220908,p004_A09,m2x,20220908-cypassay3-p004-m2x_A09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,9,,,,32.5,DMSO,Anthelmintic
p004,A10,cypassay3,1,Thiabendazole,CB4856,611.289141201068,358.422047997064,508.192267711007,565.934655147955,640.034587511545,89.358796850142,662.553773572171,693.496139096014,710.098430618051,0.146180900047674,17,20220908,p004_A10,m2x,20220908-cypassay3-p004-m2x_A10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,10,,,,32.5,DMSO,Anthelmintic
p004,A11,cypassay3,1,Thiabendazole,CB4856,619.90919532656,517.459576625016,570.63087351905,579.15141813242,617.868947887346,51.7826344048412,653.765317729657,687.449393750035,707.423500605268,0.0835326121877622,19,20220908,p004_A11,m2x,20220908-cypassay3-p004-m2x_A11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,11,,,,32.5,DMSO,Anthelmintic
p004,A12,cypassay3,1,Thiabendazole,CB4856,523.249573390283,178.831146348107,211.703249559869,418.359860762326,609.96690764901,180.64906771319,651.041397321596,665.330452693165,702.86246287022,0.345244558046581,23,20220908,p004_A12,m2x,20220908-cypassay3-p004-m2x_A12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,12,,,,32.5,DMSO,Anthelmintic
p004,B01,cypassay3,1,Thiabendazole,CB4856,647.271276599641,594.444600023421,605.999564597894,626.528753984263,650.206559937567,29.9634999173189,664.366142883003,683.41759450691,708.653813205143,0.0462920277796481,27,20220908,p004_B01,m2x,20220908-cypassay3-p004-m2x_B01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,1,,,,32.5,DMSO,Anthelmintic
p004,B02,cypassay3,1,Thiabendazole,CB4856,694.130337609797,583.664610152298,637.616950067421,665.322611846133,693.350314646601,50.1711735146091,722.411113925872,759.647798848019,795.968706669992,0.0722791827358693,26,20220908,p004_B02,m2x,20220908-cypassay3-p004-m2x_B02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,2,,,,32.5,DMSO,Anthelmintic
p004,B03,cypassay3,1,Thiabendazole,CB4856,724.572790918708,673.961552127304,702.330222810691,711.856437186912,720.427602171304,23.2406937456907,740.575195893366,748.269061462428,782.222914360064,0.0320750296408772,22,20220908,p004_B03,m2x,20220908-cypassay3-p004-m2x_B03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,3,,,,32.5,DMSO,Anthelmintic
p004,B04,cypassay3,1,Thiabendazole,CB4856,700.96440621857,583.533374306402,640.017221422981,673.543446744136,713.152171835404,48.0648465403843,729.218644114117,750.787127600946,770.08137604317,0.068569596564361,19,20220908,p004_B04,m2x,20220908-cypassay3-p004-m2x_B04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,4,,,,32.5,DMSO,Anthelmintic
p004,B05,cypassay3,1,Thiabendazole,CB4856,681.447514931421,569.779677483934,622.898137726275,653.306344986886,694.388955147956,43.2599656080239,714.192199246233,721.263503625919,734.372488555046,0.0634824614664234,31,20220908,p004_B05,m2x,20220908-cypassay3-p004-m2x_B05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,5,,,,32.5,DMSO,Anthelmintic
p004,B06,cypassay3,1,Thiabendazole,CB4856,679.391688067671,598.980372990325,634.524709747775,661.380454494303,684.613115695599,33.1776097925473,703.206827294766,712.557488032438,726.580429924784,0.0488342886368116,19,20220908,p004_B06,m2x,20220908-cypassay3-p004-m2x_B06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,6,,,,32.5,DMSO,Anthelmintic
p004,B07,cypassay3,1,Thiabendazole,CB4856,645.796375459756,603.195634710336,621.701511316266,629.338372865902,639.331643731232,24.6782429661917,658.92496797861,680.095295264325,699.509219731522,0.0382136597602035,19,20220908,p004_B07,m2x,20220908-cypassay3-p004-m2x_B07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,7,,,,32.5,DMSO,Anthelmintic
p004,B08,cypassay3,1,Thiabendazole,CB4856,651.389958618541,614.455772408479,620.301760170306,626.625711459604,652.176125828439,26.920102826375,671.23021494191,679.853186992132,706.239621038828,0.0413271688797088,17,20220908,p004_B08,m2x,20220908-cypassay3-p004-m2x_B08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,8,,,,32.5,DMSO,Anthelmintic
p004,B09,cypassay3,1,Thiabendazole,CB4856,629.238245705442,516.633339997854,535.751036786493,578.35043061805,642.819974306402,74.08569770226,680.980079096014,695.699578454969,793.199955147956,0.117738707409945,17,20220908,p004_B09,m2x,20220908-cypassay3-p004-m2x_B09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,9,,,,32.5,DMSO,Anthelmintic
p004,B10,cypassay3,1,Thiabendazole,CB4856,615.363086249663,376.59365195044,474.298177224423,573.857949624113,644.452623939287,99.6882431318602,686.300141360967,698.567433154002,721.771816831062,0.161999062601254,17,20220908,p004_B10,m2x,20220908-cypassay3-p004-m2x_B10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,10,,,,32.5,DMSO,Anthelmintic
p004,B11,cypassay3,1,Thiabendazole,CB4856,626.63706393622,446.297577814922,544.641841580697,606.946016611601,646.610224597326,59.7553982189035,662.073231765599,677.338406420123,699.143907833685,0.0953588634600546,22,20220908,p004_B11,m2x,20220908-cypassay3-p004-m2x_B11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,11,,,,32.5,DMSO,Anthelmintic
p004,B12,cypassay3,1,Thiabendazole,CB4856,630.888931558252,513.032521500481,550.126540713113,601.811803617147,635.798700573075,61.2994539388403,673.13364443327,698.650684087888,737.110097672615,0.0971636224262723,17,20220908,p004_B12,m2x,20220908-cypassay3-p004-m2x_B12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,12,,,,32.5,DMSO,Anthelmintic
p004,C01,cypassay3,1,Thiabendazole,CB4856,651.146715808703,582.225875470095,594.181346422892,621.162901117169,649.956554871147,40.5287604773745,677.522584971278,699.328127036832,719.374259937568,0.0622421329838685,22,20220908,p004_C01,m2x,20220908-cypassay3-p004-m2x_C01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,C,1,,,,32.5,DMSO,Anthelmintic
p004,C02,cypassay3,1,Thiabendazole,CB4856,724.078679754555,664.323541781657,700.298625763977,709.065168934944,726.441572408479,25.6556080334235,737.578249776498,749.27690817753,777.873434673431,0.0354320721639257,25,20220908,p004_C02,m2x,20220908-cypassay3-p004-m2x_C02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,C,2,,,,32.5,DMSO,Anthelmintic
p004,C03,cypassay3,1,Thiabendazole,CB4856,725.263838642884,663.455799409382,696.386805830451,707.487563640804,725.56291948054,27.2705152140137,746.330425585348,760.458248209761,781.349289257084,0.0376008202270809,24,20220908,p004_C03,m2x,20220908-cypassay3-p004-m2x_C03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,C,3,,,,32.5,DMSO,Anthelmintic
p004,C04,cypassay3,1,Thiabendazole,CB4856,733.516944991805,690.241693484309,701.785897401766,716.290166157578,731.955552171304,23.2788711133466,745.848701233187,760.527781969781,784.917226410285,0.031735969117396,22,20220908,p004_C04,m2x,20220908-cypassay3-p004-m2x_C04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,C,4,,,,32.5,DMSO,Anthelmintic
p004,C05,cypassay3,1,Thiabendazole,CB4856,715.276300506196,649.089840085854,680.207847393534,701.722903223245,721.44910094019,26.8288989551531,732.548527902274,741.759590876116,756.267026992131,0.03750844105441,30,20220908,p004_C05,m2x,20220908-cypassay3-p004-m2x_C05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,C,5,,,,32.5,DMSO,Anthelmintic
p004,C06,cypassay3,1,Thiabendazole,CB4856,704.686357257044,646.444707833685,664.299649742512,680.592249194651,695.462377932322,39.5067892988648,726.478290779121,765.856172925904,788.485163563488,0.0560629404727557,23,20220908,p004_C06,m2x,20220908-cypassay3-p004-m2x_C06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,C,6,,,,32.5,DMSO,Anthelmintic
p004,C07,cypassay3,1,Thiabendazole,CB4856,673.805917753946,607.679332363589,638.133578361783,652.798031781743,668.039355147956,34.0556341675298,707.894788675238,715.612407833685,724.323127573978,0.0505422010555359,21,20220908,p004_C07,m2x,20220908-cypassay3-p004-m2x_C07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,C,7,,,,32.5,DMSO,Anthelmintic
p004,C08,cypassay3,1,Thiabendazole,CB4856,664.362353034957,605.984003625919,624.87689072341,642.395596991059,659.191516831062,34.2594518054554,691.77740275315,705.20756952652,718.986430036204,0.0515674189679028,16,20220908,p004_C08,m2x,20220908-cypassay3-p004-m2x_C08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,C,8,,,,32.5,DMSO,Anthelmintic
p004,C09,cypassay3,1,Thiabendazole,CB4856,639.982376431082,491.109976625016,512.607666463946,633.035831781743,644.883361706527,68.4808027022679,686.408859203336,718.786632354819,732.355144986886,0.107004200778398,21,20220908,p004_C09,m2x,20220908-cypassay3-p004-m2x_C09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,C,9,,,,32.5,DMSO,Anthelmintic
p004,C10,cypassay3,1,Thiabendazole,CB4856,651.065224910912,584.606797090768,614.265619278874,634.702762332373,648.685065599949,33.1401911796525,676.499709410604,683.357270022721,711.890716831061,0.0509014917578914,18,20220908,p004_C10,m2x,20220908-cypassay3-p004-m2x_C10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,C,10,,,,32.5,DMSO,Anthelmintic
p004,C11,cypassay3,1,Thiabendazole,CB4856,654.105665292585,587.175750931418,607.598153912594,629.274918325243,654.567799991228,39.4315543494773,679.004002412372,699.886297090769,734.478464727179,0.0602831567463023,18,20220908,p004_C11,m2x,20220908-cypassay3-p004-m2x_C11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,C,11,,,,32.5,DMSO,Anthelmintic
p004,C12,cypassay3,1,Thiabendazole,CB4856,665.804161264148,598.965476657209,620.646332298719,637.351771608542,677.306866831062,37.0644962898737,692.416460424193,704.304508431358,730.328782721933,0.0556687663524064,22,20220908,p004_C12,m2x,20220908-cypassay3-p004-m2x_C12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,C,12,,,,32.5,DMSO,Anthelmintic
p004,D01,cypassay3,1,Thiabendazole,CB4856,675.135430414874,606.077825135172,628.105247362452,651.363609300011,672.762449804727,38.2962154765277,694.457514436256,732.562079826844,735.551887511546,0.0567237531186809,19,20220908,p004_D01,m2x,20220908-cypassay3-p004-m2x_D01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,1,,,,32.5,DMSO,Anthelmintic
p004,D02,cypassay3,1,Thiabendazole,CB4856,719.960367933878,666.812178514168,697.958142941133,706.813033690354,717.401558080608,21.300090001303,735.317811459604,745.785764607301,757.49420362592,0.0295850868325285,25,20220908,p004_D02,m2x,20220908-cypassay3-p004-m2x_D02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,2,,,,32.5,DMSO,Anthelmintic
p004,D03,cypassay3,1,Thiabendazole,CB4856,726.267632162776,674.026963596785,674.553612890341,694.195040197274,719.608335989508,39.4664479008729,752.461877820902,777.580783044074,800.255507251838,0.0543414660837142,17,20220908,p004_D03,m2x,20220908-cypassay3-p004-m2x_D03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,3,,,,32.5,DMSO,Anthelmintic
p004,D04,cypassay3,1,Thiabendazole,CB4856,719.335392221347,673.738915113753,685.494300601798,704.132936571356,715.144255729802,26.1727587260919,735.628764436257,753.893566759393,764.961111459604,0.0363846392226984,19,20220908,p004_D04,m2x,20220908-cypassay3-p004-m2x_D04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,4,,,,32.5,DMSO,Anthelmintic
p004,D05,cypassay3,1,Thiabendazole,CB4856,705.356637147677,618.103023939287,653.589638052471,675.768483990798,718.23572314271,38.8961119232218,739.230951605499,745.407512739666,747.650128761092,0.055143894414193,18,20220908,p004_D05,m2x,20220908-cypassay3-p004-m2x_D05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,5,,,,32.5,DMSO,Anthelmintic
p004,D06,cypassay3,1,Thiabendazole,CB4856,670.039077104689,581.307214360063,621.996114436256,650.58735669702,672.399104141254,41.1244152727188,691.312442697253,718.264121329751,737.441131199897,0.0613761445831216,16,20220908,p004_D06,m2x,20220908-cypassay3-p004-m2x_D06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,6,,,,32.5,DMSO,Anthelmintic
p004,D07,cypassay3,1,Thiabendazole,CB4856,672.389880573708,544.945278514167,625.159445513022,662.043026734919,682.148891372677,45.6754953852237,692.528109646645,706.948598848019,736.282511307219,0.0679300755482097,16,20220908,p004_D07,m2x,20220908-cypassay3-p004-m2x_D07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,7,,,,32.5,DMSO,Anthelmintic
p004,D08,cypassay3,1,Thiabendazole,CB4856,644.44901849832,593.83685540927,604.56820497077,627.065549581181,646.976909877471,28.6535678880075,658.890937743498,684.972965613433,686.80845456611,0.0444621173522389,18,20220908,p004_D08,m2x,20220908-cypassay3-p004-m2x_D08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,8,,,,32.5,DMSO,Anthelmintic
p004,D09,cypassay3,1,Thiabendazole,CB4856,668.527723802756,623.397110905988,627.792646441501,658.69055449211,666.715221038827,26.559511871477,688.200286505249,698.870667161374,703.602105362687,0.0397283626779152,12,20220908,p004_D09,m2x,20220908-cypassay3-p004-m2x_D09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,9,,,,32.5,DMSO,Anthelmintic
p004,D10,cypassay3,1,Thiabendazole,CB4856,681.436822424999,645.82280188038,657.843562738872,667.514406669992,684.308057466569,18.8965061179923,693.218574888249,705.002825664162,712.883817412908,0.0277303859963806,17,20220908,p004_D10,m2x,20220908-cypassay3-p004-m2x_D10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,D,10,,,,32.5,DMSO,Anthelmintic
