Metadata_Plate,Metadata_Well,Metadata_Experiment,bleach,drug,strain,mean_wormlength_um,min_wormlength_um,q10_wormlength_um,q25_wormlength_um,median_wormlength_um,sd_wormlength_um,q75_wormlength_um,q90_wormlength_um,max_wormlength_um,cv_wormlength_um,n,Metadata_Date,Metadata_Group,Metadata_Magnification,FileName_RawBF,FileName_wellmask_98.png,PathName_RawBF,PathName_wellmask_98.png,assay_type,food_conc_OD,food_type,plate,row,col,well_censor,well_censor_reason,notes,concentration_um,diluent,class
p001,A01,cypassay3,1,Thiabendazole,N2,710.336914001976,647.20373236359,668.142395900108,695.365420456981,705.594189257084,31.7751373121346,733.091651513266,754.635137086385,767.415464727179,0.0447324877614993,25,20220908,p001_A01,m2x,20220908-cypassay3-p001-m2x_A01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,1,,,,32.5,DMSO,Anthelmintic
p001,A02,cypassay3,1,Thiabendazole,N2,733.878073143411,675.519762288374,689.74428508714,715.812204241476,740.88441894906,28.9242662399605,751.834790197274,761.300232941188,786.806470098638,0.0394129042663307,24,20220908,p001_A02,m2x,20220908-cypassay3-p001-m2x_A02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,2,,,,32.5,DMSO,Anthelmintic
p001,A03,cypassay3,1,Thiabendazole,N2,712.432776162322,683.920227565206,685.913972074065,691.045208427241,708.088703625919,26.1044784228038,727.305874597326,743.942932999372,776.594336571355,0.0366413215341121,23,20220908,p001_A03,m2x,20220908-cypassay3-p001-m2x_A03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,3,,,,32.5,DMSO,Anthelmintic
p001,A04,cypassay3,1,Thiabendazole,N2,718.395436256369,677.720657466569,682.618611459604,704.350377350476,718.817453430647,25.209959537409,737.344173724556,752.642293464849,762.851291026044,0.0350920374282729,21,20220908,p001_A04,m2x,20220908-cypassay3-p001-m2x_A04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,4,,,,32.5,DMSO,Anthelmintic
p001,A05,cypassay3,1,Thiabendazole,N2,736.780542021519,645.685683303779,682.832017668969,715.312964541428,733.962083998434,38.3371910614296,765.540420132348,773.430126567108,827.016462981641,0.0520333924077897,32,20220908,p001_A05,m2x,20220908-cypassay3-p001-m2x_A05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,5,,,,32.5,DMSO,Anthelmintic
p001,A06,cypassay3,1,Thiabendazole,N2,712.995062245784,670.29979346485,683.051307627915,695.499093755773,714.04831494191,27.0053079760531,722.45993406826,752.951986553624,770.337970098637,0.0378758695621146,19,20220908,p001_A06,m2x,20220908-cypassay3-p001-m2x_A06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,6,,,,32.5,DMSO,Anthelmintic
p001,A07,cypassay3,1,Thiabendazole,N2,708.865715884142,625.786364727179,662.29130188038,691.763697273706,713.860282721934,36.8951502327017,730.765091360967,753.401317994755,761.587089257084,0.0520481515835249,31,20220908,p001_A07,m2x,20220908-cypassay3-p001-m2x_A07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,7,,,,32.5,DMSO,Anthelmintic
p001,A08,cypassay3,1,Thiabendazole,N2,717.993317886129,675.532443705794,688.878304986886,699.729097963538,715.127620456981,24.4056002072232,731.30180275315,750.638649749529,768.408565309025,0.0339914029827975,23,20220908,p001_A08,m2x,20220908-cypassay3-p001-m2x_A08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,8,,,,32.5,DMSO,Anthelmintic
p001,A09,cypassay3,1,Thiabendazole,N2,711.893604482164,686.534217412908,689.715398900082,694.185490905495,702.846022198134,23.7547404112679,728.302420456982,743.649707990507,757.67148330378,0.0333683857555473,12,20220908,p001_A09,m2x,20220908-cypassay3-p001-m2x_A09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,9,,,,32.5,DMSO,Anthelmintic
p001,A10,cypassay3,1,Thiabendazole,N2,714.898965227371,686.848615667369,692.898705016172,707.929068319388,713.748620967021,16.5999897264585,725.806183449241,732.560133796225,746.694442515888,0.0232200500124922,14,20220908,p001_A10,m2x,20220908-cypassay3-p001-m2x_A10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,10,,,,32.5,DMSO,Anthelmintic
p001,A11,cypassay3,1,Thiabendazole,N2,702.113629349588,649.407374306403,652.794895815656,687.296687220622,716.716973022519,29.4506883802461,718.554993755773,726.427489609816,735.802598836308,0.041945757992945,11,20220908,p001_A11,m2x,20220908-cypassay3-p001-m2x_A11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,11,,,,32.5,DMSO,Anthelmintic
p001,A12,cypassay3,1,Thiabendazole,N2,725.754843160828,674.004849194651,689.031285420132,699.389746799846,721.572019149675,33.3775957851188,747.114985351953,764.145861387935,808.837732816472,0.0459901798791335,35,20220908,p001_A12,m2x,20220908-cypassay3-p001-m2x_A12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,12,,,,32.5,DMSO,Anthelmintic
p001,B01,cypassay3,1,Thiabendazole,N2,727.237480858943,651.982210877758,683.841082927703,706.879884903857,727.548772198134,32.0029300322409,752.599780389024,764.865413872142,772.153782140087,0.0440061615009751,22,20220908,p001_B01,m2x,20220908-cypassay3-p001-m2x_B01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,1,,,,32.5,DMSO,Anthelmintic
p001,B02,cypassay3,1,Thiabendazole,N2,736.292700855812,679.890021038828,699.283580048674,713.432291719311,725.670787511545,33.4125073617697,762.055241360967,766.782894056064,803.680443097735,0.0453793814918082,17,20220908,p001_B02,m2x,20220908-cypassay3-p001-m2x_B02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,2,,,,32.5,DMSO,Anthelmintic
p001,B03,cypassay3,1,Thiabendazole,N2,715.044671397097,613.251113778217,663.360086862847,699.668856311648,723.07931566737,39.2382818827979,734.010312623297,758.152372793603,789.01011204145,0.0548752874504075,25,20220908,p001_B03,m2x,20220908-cypassay3-p001-m2x_B03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,3,,,,32.5,DMSO,Anthelmintic
p001,B04,cypassay3,1,Thiabendazole,N2,732.193851630031,673.439739615428,693.411045580575,710.823175503806,728.407695568732,31.7678935626565,755.843194807714,768.905804655511,795.46039346485,0.0433872716793973,22,20220908,p001_B04,m2x,20220908-cypassay3-p001-m2x_B04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,4,,,,32.5,DMSO,Anthelmintic
p001,B05,cypassay3,1,Thiabendazole,N2,726.114029342084,642.731319903365,682.163196741661,701.387710877758,734.65574440504,33.4212692636052,745.964685642876,761.912846786362,779.206259554808,0.0460275768172217,23,20220908,p001_B05,m2x,20220908-cypassay3-p001-m2x_B05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,5,,,,32.5,DMSO,Anthelmintic
p001,B06,cypassay3,1,Thiabendazole,N2,720.603069992803,692.419389257084,697.112840403045,708.637177932322,719.568174888249,19.9628741401395,730.736693173926,742.052311199897,763.556655147956,0.0277030101194808,19,20220908,p001_B06,m2x,20220908-cypassay3-p001-m2x_B06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,6,,,,32.5,DMSO,Anthelmintic
p001,B07,cypassay3,1,Thiabendazole,N2,729.705809090735,693.155895783463,712.409414329862,718.752353984263,731.830196508923,17.5525497876504,739.113941934042,752.899088066423,759.778167771253,0.0240542826560776,17,20220908,p001_B07,m2x,20220908-cypassay3-p001-m2x_B07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,7,,,,32.5,DMSO,Anthelmintic
p001,B08,cypassay3,1,Thiabendazole,N2,739.582509817346,702.47188620424,710.95981234599,718.375276625016,739.367400023422,24.8673676026771,757.300288675238,772.943354856018,782.185500023421,0.0336235203950652,17,20220908,p001_B08,m2x,20220908-cypassay3-p001-m2x_B08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,8,,,,32.5,DMSO,Anthelmintic
p001,B09,cypassay3,1,Thiabendazole,N2,721.583931823949,664.922934825816,698.768227308382,704.21153613497,721.557463517506,23.6590193753232,743.821886564777,748.236102274189,757.802719149676,0.0327876194741757,22,20220908,p001_B09,m2x,20220908-cypassay3-p001-m2x_B09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,9,,,,32.5,DMSO,Anthelmintic
p001,B10,cypassay3,1,Thiabendazole,N2,719.696461248859,649.832868972624,683.309076701208,700.652671213269,721.178309064798,29.3450080687967,737.383550834295,759.149031094209,771.274274306403,0.0407741452804638,26,20220908,p001_B10,m2x,20220908-cypassay3-p001-m2x_B10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,10,,,,32.5,DMSO,Anthelmintic
p001,B11,cypassay3,1,Thiabendazole,N2,728.266440017887,665.270603625919,682.842588124608,702.072294662252,733.398542402255,33.7115666333775,750.616183156125,769.633103943811,779.631442515888,0.0462901553345634,22,20220908,p001_B11,m2x,20220908-cypassay3-p001-m2x_B11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,11,,,,32.5,DMSO,Anthelmintic
p001,B12,cypassay3,1,Thiabendazole,N2,724.590498392267,642.763177932322,685.1846085319,701.063427003842,729.58639346485,34.5916104962491,751.249600067421,765.29352309801,771.481397429046,0.0477395309115997,23,20220908,p001_B12,m2x,20220908-cypassay3-p001-m2x_B12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,12,,,,32.5,DMSO,Anthelmintic
p001,C01,cypassay3,1,Thiabendazole,N2,719.356191212328,619.854759849567,684.580430546382,700.254046441502,724.052335698586,40.7791242966954,742.902470859656,757.27541757943,805.609847887346,0.0566883621700266,24,20220908,p001_C01,m2x,20220908-cypassay3-p001-m2x_C01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,1,,,,32.5,DMSO,Anthelmintic
p001,C02,cypassay3,1,Thiabendazole,N2,714.277882209681,640.83377314271,683.952692738773,694.53957303129,707.506958773875,33.3936157492551,733.884954413725,750.38213182565,775.310363563487,0.0467515746755997,17,20220908,p001_C02,m2x,20220908-cypassay3-p001-m2x_C02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,2,,,,32.5,DMSO,Anthelmintic
p001,C03,cypassay3,1,Thiabendazole,N2,726.658885363469,666.812178514168,687.041353053034,704.556761473719,723.273230618052,33.8735860860604,745.976448557095,776.228310757735,794.661207833685,0.046615525893029,27,20220908,p001_C03,m2x,20220908-cypassay3-p001-m2x_C03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,3,,,,32.5,DMSO,Anthelmintic
p001,C04,cypassay3,1,Thiabendazole,N2,727.679118605018,675.385779677861,701.051972184787,711.40871876283,729.692172489057,24.2146228312906,743.316262768758,751.29004658484,782.422712041451,0.0332765118747818,24,20220908,p001_C04,m2x,20220908-cypassay3-p001-m2x_C04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,4,,,,32.5,DMSO,Anthelmintic
p001,C05,cypassay3,1,Thiabendazole,N2,722.074346721229,678.264987981971,681.913247337692,704.069929542025,711.833920456981,29.4938941883784,741.824889257084,754.886096508922,787.420043851424,0.0408460629051611,21,20220908,p001_C05,m2x,20220908-cypassay3-p001-m2x_C05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,5,,,,32.5,DMSO,Anthelmintic
p001,C06,cypassay3,1,Thiabendazole,N2,710.437887991874,638.670292301157,666.298386727162,684.934278167534,718.415437726277,38.5367971990009,738.555421343866,748.560822821003,783.98092220252,0.0542437246807446,15,20220908,p001_C06,m2x,20220908-cypassay3-p001-m2x_C06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,6,,,,32.5,DMSO,Anthelmintic
p001,C07,cypassay3,1,Thiabendazole,N2,734.091623615197,680.608884467472,689.586627422409,710.244423923188,736.504826992132,34.2174444266134,758.18517277998,771.50502330378,811.500902462227,0.0466119532301731,23,20220908,p001_C07,m2x,20220908-cypassay3-p001-m2x_C07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,7,,,,32.5,DMSO,Anthelmintic
p001,C08,cypassay3,1,Thiabendazole,N2,740.75950102727,690.140286402603,706.587793751387,712.233260042741,743.745976410286,29.9045210071809,762.578971112482,776.867005741513,785.111141360967,0.0403700809314089,16,20220908,p001_C08,m2x,20220908-cypassay3-p001-m2x_C08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,8,,,,32.5,DMSO,Anthelmintic
p001,C09,cypassay3,1,Thiabendazole,N2,728.74469724539,684.216982721934,697.165335250841,719.522888198564,731.176447090769,22.6948611254017,739.622969953176,762.158567529278,767.455625828439,0.0311424031093287,20,20220908,p001_C09,m2x,20220908-cypassay3-p001-m2x_C09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,9,,,,32.5,DMSO,Anthelmintic
p001,C10,cypassay3,1,Thiabendazole,N2,739.104476920315,661.395158773875,693.428957918838,715.394253514168,745.449622784366,38.3972103385034,759.959690472053,785.422783393181,798.794254566111,0.0519509914193675,14,20220908,p001_C10,m2x,20220908-cypassay3-p001-m2x_C10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,10,,,,32.5,DMSO,Anthelmintic
p001,C11,cypassay3,1,Thiabendazole,N2,741.61035475848,677.654521067058,709.464759203337,721.19077823736,744.999113778217,32.366533158021,764.549755729802,776.094326438516,785.910326992132,0.043643583116584,11,20220908,p001_C11,m2x,20220908-cypassay3-p001-m2x_C11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,11,,,,32.5,DMSO,Anthelmintic
p001,C12,cypassay3,1,Thiabendazole,N2,722.807669272476,672.363180864974,698.448737426392,710.125311779327,721.399054219477,22.8111683950441,736.608604571965,755.019769807714,758.938821038828,0.0315591122850206,22,20220908,p001_C12,m2x,20220908-cypassay3-p001-m2x_C12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,12,,,,32.5,DMSO,Anthelmintic
p001,D01,cypassay3,1,Thiabendazole,N2,722.552521873321,683.47459346485,708.730808353099,711.119929386938,724.209534825816,16.6492676177,738.447204866762,741.487201620674,748.549407833685,0.0230422939699032,19,20220908,p001_D01,m2x,20220908-cypassay3-p001-m2x_D01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,1,,,,32.5,DMSO,Anthelmintic
p001,D02,cypassay3,1,Thiabendazole,N2,732.366847083184,682.224898827536,686.288882359204,714.381072381692,732.518165579545,29.7872885637672,751.533624266114,770.667435642876,783.764489248313,0.0406726337796445,26,20220908,p001_D02,m2x,20220908-cypassay3-p001-m2x_D02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,2,,,,32.5,DMSO,Anthelmintic
p001,D03,cypassay3,1,Thiabendazole,N2,724.658716037866,613.047274479344,675.52926403461,697.735285421778,730.343351130506,45.5430585289841,755.384887104816,777.632484645184,786.007284467472,0.0628475964216572,19,20220908,p001_D03,m2x,20220908-cypassay3-p001-m2x_D03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,3,,,,32.5,DMSO,Anthelmintic
p001,D04,cypassay3,1,Thiabendazole,N2,711.702041262188,645.725844405039,663.074220487183,694.897268353098,724.597364727179,33.1906417580554,738.862222784366,741.703331652458,745.118589257084,0.0466355860089884,17,20220908,p001_D04,m2x,20220908-cypassay3-p001-m2x_D04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,4,,,,32.5,DMSO,Anthelmintic
p001,D05,cypassay3,1,Thiabendazole,N2,717.670073932732,672.423113205143,690.613794825816,700.662460805951,712.415665309026,26.8456194097295,732.597538675238,756.891061974466,775.869590412005,0.0374066306856286,23,20220908,p001_D05,m2x,20220908-cypassay3-p001-m2x_D05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,5,,,,32.5,DMSO,Anthelmintic
p001,D06,cypassay3,1,Thiabendazole,N2,718.6636940478,662.228622775595,675.903995187526,690.796771343866,726.526769516791,35.9549602858513,747.867260228491,760.363440223967,780.64706110126,0.0500303001023172,15,20220908,p001_D06,m2x,20220908-cypassay3-p001-m2x_D06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,6,,,,32.5,DMSO,Anthelmintic
p001,D07,cypassay3,1,Thiabendazole,N2,715.035556320465,652.928878426169,686.766344521409,699.321187511545,711.196791747541,29.0794580469739,734.421668353098,748.540400632275,771.080359355721,0.0406685482839695,17,20220908,p001_D07,m2x,20220908-cypassay3-p001-m2x_D07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,7,,,,32.5,DMSO,Anthelmintic
p001,D08,cypassay3,1,Thiabendazole,N2,713.294924335198,627.506631809973,672.949074802928,689.47730273506,711.833920456981,38.439053138439,743.594658740165,763.015462178987,773.615034825817,0.053889424734467,24,20220908,p001_D08,m2x,20220908-cypassay3-p001-m2x_D08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,8,,,,32.5,DMSO,Anthelmintic
p001,D09,cypassay3,1,Thiabendazole,N2,735.169957585142,669.88530176896,679.981095783463,709.78403236359,736.442147887346,39.17778004774,761.159098254462,784.489235407662,795.55735094019,0.0532907794225292,21,20220908,p001_D09,m2x,20220908-cypassay3-p001-m2x_D09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,9,,,,32.5,DMSO,Anthelmintic
p001,D10,cypassay3,1,Thiabendazole,N2,721.301656764318,661.278116399578,679.519228521374,692.47845199315,718.421320456982,33.4975751440058,749.51411022849,761.629400866767,779.416748501385,0.0464404522433407,23,20220908,p001_D10,m2x,20220908-cypassay3-p001-m2x_D10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,10,,,,32.5,DMSO,Anthelmintic
p001,D11,cypassay3,1,Thiabendazole,N2,733.207797756745,661.782988675238,696.766835130224,714.866150722873,731.104946437116,30.2882383491527,750.25969153356,771.513744579594,787.796434714396,0.041309214716237,22,20220908,p001_D11,m2x,20220908-cypassay3-p001-m2x_D11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,11,,,,32.5,DMSO,Anthelmintic
p001,D12,cypassay3,1,Thiabendazole,N2,722.504736450358,661.384186168079,687.306730246659,707.054377872226,731.758177378706,26.7743056502789,743.044600613016,748.518657063801,752.676571835404,0.0370576195552989,19,20220908,p001_D12,m2x,20220908-cypassay3-p001-m2x_D12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,12,,,,32.5,DMSO,Anthelmintic
p001,E01,cypassay3,1,DMSO,N2,882.86685394619,820.11466472718,837.061113361088,857.603073053944,884.734921266666,36.3687723729387,904.724953910263,922.570882444495,954.062233553119,0.0411939492465705,20,20220908,p001_E01,m2x,20220908-cypassay3-p001-m2x_E01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,1,,,,0,DMSO,Both
p001,E02,cypassay3,1,DMSO,N2,891.593848138012,835.218869516791,859.423303897218,872.248755147956,885.717872851788,32.6381038046151,909.738811407557,945.230802099636,948.674546603461,0.0366064703931907,18,20220908,p001_E02,m2x,20220908-cypassay3-p001-m2x_E02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,2,,,,0,DMSO,Both
p001,E03,cypassay3,1,DMSO,N2,901.931394599822,783.9642869297,831.946711520282,858.074971835404,915.712286929699,51.389213363104,941.48155459434,955.290156249217,998.445537398277,0.0569768539722524,29,20220908,p001_E03,m2x,20220908-cypassay3-p001-m2x_E03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,3,,,,0,DMSO,Both
p001,E04,cypassay3,1,DMSO,N2,898.370037034698,800.041882339175,838.921169024346,877.676498302152,899.203625828439,44.0376405910134,937.403891719311,943.121194217001,957.731201298535,0.0490194894927384,17,20220908,p001_E04,m2x,20220908-cypassay3-p001-m2x_E04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,4,,,,0,DMSO,Both
