Metadata_Plate,Metadata_Well,Metadata_Experiment,bleach,drug,strain,mean_wormlength_um,min_wormlength_um,q10_wormlength_um,q25_wormlength_um,median_wormlength_um,sd_wormlength_um,q75_wormlength_um,q90_wormlength_um,max_wormlength_um,cv_wormlength_um,n,Metadata_Date,Metadata_Group,Metadata_Magnification,FileName_RawBF,FileName_wellmask_98.png,PathName_RawBF,PathName_wellmask_98.png,assay_type,food_conc_OD,food_type,plate,row,col,well_censor,well_censor_reason,notes,concentration_um,diluent,class,dose.rank
p001,A11,cypassay1,1,Thiabendazole,CB4856,807.905958398626,655.857655729802,723.625592932556,755.711411283702,846.5445869297,74.3541538958707,863.578196508923,874.576218452,883.268377378706,0.0920331792616684,13,20220920,p001_A11,m2x,20220920-cypassay1-p001-m2x_A11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,11,,,,32.5,DMSO,Anthelmintic,1
p001,A12,cypassay1,1,Thiabendazole,CB4856,829.58458247491,747.556307251839,763.927849776498,810.741877932322,840.301719763715,45.0868035209671,854.601557251839,871.643484467472,893.124539033583,0.0543486516907765,11,20220920,p001_A12,m2x,20220920-cypassay1-p001-m2x_A12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,A,12,,,,32.5,DMSO,Anthelmintic,1
p001,B01,cypassay1,1,Thiabendazole,CB4856,799.808395084035,667.885601298534,725.402006441938,747.088155147955,824.289152151076,58.6923052414684,841.66915094019,861.601976508923,887.935712614526,0.073382957221025,29,20220920,p001_B01,m2x,20220920-cypassay1-p001-m2x_B01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,1,,,,32.5,DMSO,Anthelmintic,1
p001,B02,cypassay1,1,Thiabendazole,CB4856,822.111694610048,766.850355147956,784.486099441575,808.247363563488,826.736343097734,28.6919846795766,838.136481932888,858.389370089866,872.216897118999,0.0349003485386326,21,20220920,p001_B02,m2x,20220920-cypassay1-p001-m2x_B02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,2,,,,32.5,DMSO,Anthelmintic,1
p001,B03,cypassay1,1,Thiabendazole,CB4856,814.333216170236,716.21454254808,726.11841837775,763.421343414995,837.439650644882,58.8605793445311,856.712147307692,871.586688093392,920.798273142711,0.0722807054602895,24,20220920,p001_B03,m2x,20220920-cypassay1-p001-m2x_B03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,3,,,,32.5,DMSO,Anthelmintic,1
p001,B04,cypassay1,1,Thiabendazole,CB4856,809.068762854462,679.575622784366,715.656172667203,769.123766549868,821.182204780841,60.05754129448,852.804761690431,871.249000456982,895.498570098638,0.0742304536422738,27,20220920,p001_B04,m2x,20220920-cypassay1-p001-m2x_B04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,4,,,,32.5,DMSO,Anthelmintic,1
p001,B05,cypassay1,1,Thiabendazole,CB4856,802.522450557274,730.893892301157,734.303941271567,756.216112075161,818.622624767787,51.5017529628092,841.610002591544,862.223108536614,878.448325246593,0.0641748438651731,20,20220920,p001_B05,m2x,20220920-cypassay1-p001-m2x_B05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,5,,,,32.5,DMSO,Anthelmintic,1
p001,B06,cypassay1,1,Thiabendazole,CB4856,827.871561766519,703.083039615428,753.249916218739,805.038858124608,837.399993456078,54.9281173969221,869.946587746759,882.330827337731,905.048636571355,0.0663485979391732,27,20220920,p001_B06,m2x,20220920-cypassay1-p001-m2x_B06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,6,,,,32.5,DMSO,Anthelmintic,1
p001,B07,cypassay1,1,Thiabendazole,CB4856,818.693667948099,709.065168934945,755.419077207138,791.639075453395,839.174636571355,47.398874121071,852.775105142344,855.270395110462,882.87224440504,0.0578957380235605,17,20220920,p001_B07,m2x,20220920-cypassay1-p001-m2x_B07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,7,,,,32.5,DMSO,Anthelmintic,1
p001,B08,cypassay1,1,Thiabendazole,CB4856,819.456013800374,725.710948612805,747.275123297345,770.545117372619,831.154382072667,56.3338820621646,863.883268028465,888.540479382553,903.119231781744,0.0687454617617682,16,20220920,p001_B08,m2x,20220920-cypassay1-p001-m2x_B08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,8,,,,32.5,DMSO,Anthelmintic,1
p001,B09,cypassay1,1,Thiabendazole,CB4856,839.072255497027,732.863458192029,780.774198514168,814.786284825817,852.195682721934,44.6112173036349,869.891359355722,882.568634593078,900.333844986886,0.0531673130786684,19,20220920,p001_B09,m2x,20220920-cypassay1-p001-m2x_B09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,9,,,,32.5,DMSO,Anthelmintic,1
p001,B10,cypassay1,1,Thiabendazole,CB4856,807.303894064275,658.803686929699,706.795757607973,770.856987303023,823.632555159667,64.2119714962199,854.157643243196,869.126655188409,882.323770098637,0.0795387857885243,18,20220920,p001_B10,m2x,20220920-cypassay1-p001-m2x_B10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,10,,,,32.5,DMSO,Anthelmintic,1
p001,B11,cypassay1,1,Thiabendazole,CB4856,849.316808610757,804.479239527429,826.171233518511,837.342189257084,845.037290412006,22.0471040702386,867.437006088147,870.279189257084,897.953931191126,0.0259586338651433,21,20220920,p001_B11,m2x,20220920-cypassay1-p001-m2x_B11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,11,,,,32.5,DMSO,Anthelmintic,1
p001,B12,cypassay1,1,Thiabendazole,CB4856,820.205516936877,732.532424664747,765.575865073504,786.841927250766,834.197370747905,41.149094598947,850.648226376575,862.607225184762,869.520164727179,0.0501692487422196,20,20220920,p001_B12,m2x,20220920-cypassay1-p001-m2x_B12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,B,12,,,,32.5,DMSO,Anthelmintic,1
p001,C01,cypassay1,1,Thiabendazole,CB4856,809.7139264478,719.237141360967,737.016467251839,757.514284176549,813.510629454359,57.2141897567858,852.455215595563,877.328288816822,914.501745568733,0.0706597575859704,23,20220920,p001_C01,m2x,20220920-cypassay1-p001-m2x_C01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,1,,,,32.5,DMSO,Anthelmintic,1
p001,C02,cypassay1,1,Thiabendazole,CB4856,836.496215313429,743.640701298535,775.784581503428,813.936897818077,853.14030456611,41.4172069910022,861.350567153503,875.392717408661,910.836850940191,0.0495127249027462,22,20220920,p001_C02,m2x,20220920-cypassay1-p001-m2x_C02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,2,,,,32.5,DMSO,Anthelmintic,1
p001,C03,cypassay1,1,Thiabendazole,CB4856,823.337332951754,728.456174306403,753.569034438286,786.640515190592,837.792138105103,48.7085118660351,863.047459191144,870.846366002993,884.293335989509,0.0591598484808283,18,20220920,p001_C03,m2x,20220920-cypassay1-p001-m2x_C03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,3,,,,32.5,DMSO,Anthelmintic,1
p001,C04,cypassay1,1,Thiabendazole,CB4856,821.790644277111,735.454930036204,748.037969138961,801.934200716688,833.903038479966,52.4667689259732,855.908355027764,880.119131695273,883.122955729803,0.0638444466256069,13,20220920,p001_C04,m2x,20220920-cypassay1-p001-m2x_C04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,4,,,,32.5,DMSO,Anthelmintic,1
p001,C05,cypassay1,1,Thiabendazole,CB4856,821.874410427882,690.720924553326,758.325333767616,785.634014337268,837.678908367146,52.9731538853052,852.798113210008,874.315278514168,884.236539615428,0.0644540737771924,22,20220920,p001_C05,m2x,20220920-cypassay1-p001-m2x_C05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,5,,,,32.5,DMSO,Anthelmintic,1
p001,C06,cypassay1,1,Thiabendazole,CB4856,812.104094862982,730.579494046696,750.78311149082,759.723554346648,820.608777565207,51.7603259016509,843.162247090769,864.993506654616,915.72892220252,0.0637360730343121,18,20220920,p001_C06,m2x,20220920-cypassay1-p001-m2x_C06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,6,,,,32.5,DMSO,Anthelmintic,1
p001,C07,cypassay1,1,Thiabendazole,CB4856,825.128884619371,702.47188620424,735.977582045977,757.967537400125,839.905766826677,67.4932544235047,872.674394176013,906.408830801566,907.56667676863,0.0817972266897905,18,20220920,p001_C07,m2x,20220920-cypassay1-p001-m2x_C07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,7,,,,32.5,DMSO,Anthelmintic,1
p001,C08,cypassay1,1,Thiabendazole,CB4856,823.200770996029,691.563407251838,734.676495551602,777.780731180781,846.738501880381,63.1343101003615,874.226638675238,885.430998076261,887.293027597399,0.0766936965133941,22,20220920,p001_C08,m2x,20220920-cypassay1-p001-m2x_C08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,8,,,,32.5,DMSO,Anthelmintic,1
p001,C09,cypassay1,1,Thiabendazole,CB4856,811.353459603251,716.585737176623,725.678028874868,747.822408273732,823.622360228491,64.9621764204139,864.983082872424,879.011771298535,914.219176215014,0.0800664317770706,14,20220920,p001_C09,m2x,20220920-cypassay1-p001-m2x_C09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,9,,,,32.5,DMSO,Anthelmintic,1
p001,C10,cypassay1,1,Thiabendazole,CB4856,819.966129175806,721.087231772972,728.904933896341,766.116268963175,854.486226490168,62.4439965491355,867.667946174,874.415551392788,901.857061152911,0.0761543609269586,13,20220920,p001_C10,m2x,20220920-cypassay1-p001-m2x_C10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,10,,,,32.5,DMSO,Anthelmintic,1
p001,C11,cypassay1,1,Thiabendazole,CB4856,805.459355616099,704.872189862352,739.260840109352,765.603097963538,819.832095373461,52.8309379701623,848.216893751387,863.960817776069,876.438598254462,0.0655910662677098,15,20220920,p001_C11,m2x,20220920-cypassay1-p001-m2x_C11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,11,,,,32.5,DMSO,Anthelmintic,1
p001,C12,cypassay1,1,Thiabendazole,CB4856,860.309573578419,828.283800716689,832.025399925001,840.707462960843,858.819798545384,25.164298273613,869.326249776498,891.093102861989,909.246782750165,0.0292502827429239,12,20220920,p001_C12,m2x,20220920-cypassay1-p001-m2x_C12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,C,12,,,,32.5,DMSO,Anthelmintic,1
p001,D01,cypassay1,1,Thiabendazole,CB4856,819.02270668599,792.965879096015,796.699618429015,803.499005875264,818.698949413768,20.9631271895241,826.931197969394,848.929378256804,860.632165309026,0.025595294267661,12,20220920,p001_D01,m2x,20220920-cypassay1-p001-m2x_D01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,1,,,,32.5,DMSO,Anthelmintic,1
p001,D02,cypassay1,1,Thiabendazole,CB4856,826.625842594316,741.764956916916,749.2995830782,800.909948364228,832.324762332374,48.4011078560829,852.039701047556,888.546781484363,902.320046150579,0.0585526188053581,18,20220920,p001_D02,m2x,20220920-cypassay1-p001-m2x_D02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,2,,,,32.5,DMSO,Anthelmintic,1
p001,D03,cypassay1,1,Thiabendazole,CB4856,817.878588400173,649.287898827536,745.945399149676,809.648374597326,839.908007131647,59.8848041058475,855.317983227588,870.962227482823,886.650731781743,0.0732196746010753,19,20220920,p001_D03,m2x,20220920-cypassay1-p001-m2x_D03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,3,,,,32.5,DMSO,Anthelmintic,1
p001,D04,cypassay1,1,Thiabendazole,CB4856,812.454849364843,716.839584467473,727.845425044056,781.789043173927,833.894735407663,53.0464056801479,845.673900644882,856.124026061178,878.950755721032,0.0652915121641754,15,20220920,p001_D04,m2x,20220920-cypassay1-p001-m2x_D04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,4,,,,32.5,DMSO,Anthelmintic,1
p001,D05,cypassay1,1,Thiabendazole,CB4856,849.697251459815,770.337970098637,822.868729919836,837.148274306403,853.156925274823,31.3889373151088,867.745521611903,883.665811252516,891.114812041451,0.036941319112403,13,20220920,p001_D05,m2x,20220920-cypassay1-p001-m2x_D05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,5,,,,32.5,DMSO,Anthelmintic,1
p001,D06,cypassay1,1,Thiabendazole,CB4856,829.752263587034,756.412448641036,768.503988857467,809.125148758267,838.054612344084,38.9762070744278,850.081634584666,874.524568849792,890.589863563488,0.046973306111794,20,20220920,p001_D06,m2x,20220920-cypassay1-p001-m2x_D06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,6,,,,32.5,DMSO,Anthelmintic,1
p001,D07,cypassay1,1,Thiabendazole,CB4856,806.853478847797,642.856999441574,750.539054275186,768.361025218738,821.149136581085,58.2007698964624,852.143045166059,863.134398301504,877.617281586472,0.0721330097994673,20,20220920,p001_D07,m2x,20220920-cypassay1-p001-m2x_D07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,7,,,,32.5,DMSO,Anthelmintic,1
p001,D08,cypassay1,1,Thiabendazole,CB4856,817.070570821874,714.89354440504,735.87606434584,766.730375756633,819.310604190223,61.7138693771546,857.835519512405,885.337956947432,915.76908330378,0.0755306476343627,15,20220920,p001_D08,m2x,20220920-cypassay1-p001-m2x_D08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,8,,,,32.5,DMSO,Anthelmintic,1
p001,D09,cypassay1,1,Thiabendazole,CB4856,848.637496643888,782.134259957027,816.552144847767,830.112801479555,842.964886862279,32.3992373859165,870.226453127246,891.952780662752,907.543150940191,0.0381779470198358,18,20220920,p001_D09,m2x,20220920-cypassay1-p001-m2x_D09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,9,,,,32.5,DMSO,Anthelmintic,1
p001,D10,cypassay1,1,Thiabendazole,CB4856,811.535195928234,678.913555729802,726.454194118365,749.426409036943,829.556514722794,60.8900234569118,859.241194550502,875.2372491725,885.560673724557,0.075030662579293,24,20220920,p001_D10,m2x,20220920-cypassay1-p001-m2x_D10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,10,,,,32.5,DMSO,Anthelmintic,1
p001,D11,cypassay1,1,Thiabendazole,CB4856,811.546420304552,638.059138889969,751.114834073664,781.976729387616,819.532919875135,65.0967492321046,860.926483012857,869.666693635156,887.273645559962,0.0802132171412641,15,20220920,p001_D11,m2x,20220920-cypassay1-p001-m2x_D11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,11,,,,32.5,DMSO,Anthelmintic,1
p001,D12,cypassay1,1,Thiabendazole,CB4856,832.403844253179,742.906615113754,757.484563241125,817.912385012046,847.497526410286,48.4834020259345,869.366503495052,875.166656136218,884.424571835404,0.0582450481946454,10,20220920,p001_D12,m2x,20220920-cypassay1-p001-m2x_D12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,D,12,,,,32.5,DMSO,Anthelmintic,1
p001,E01,cypassay1,1,DMSO,CB4856,965.358899220945,856.579440779121,905.052081849165,945.644023176422,975.358318644022,47.7418054769546,993.939384568605,1008.46915304407,1039.56538809339,0.0494549804383455,16,20220920,p001_E01,m2x,20220920-cypassay1-p001-m2x_E01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,1,,,,0,DMSO,Both,1
p001,E02,cypassay1,1,DMSO,CB4856,988.149524893268,854.375798836307,920.865021826418,946.379154184609,1000.95148404871,56.8076153137008,1022.92313789808,1037.16675492681,1094.66456532849,0.057488885925272,18,20220920,p001_E02,m2x,20220920-cypassay1-p001-m2x_E02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,2,,,,0,DMSO,Both,1
