Metadata_Plate,Metadata_Well,Metadata_Experiment,bleach,drug,strain,mean_wormlength_um,min_wormlength_um,q10_wormlength_um,q25_wormlength_um,median_wormlength_um,sd_wormlength_um,q75_wormlength_um,q90_wormlength_um,max_wormlength_um,cv_wormlength_um,n,Metadata_Date,Metadata_Group,Metadata_Magnification,FileName_RawBF,FileName_wellmask_98.png,PathName_RawBF,PathName_wellmask_98.png,assay_type,food_conc_OD,food_type,plate,row,col,well_censor,well_censor_reason,notes,concentration_um,diluent,class,dose.rank
p003,E12,cypassay1,3,DMSO,CB4856,1011.44087053843,871.295815667371,895.957750780506,954.928168858753,1016.82075038177,86.8635053151205,1059.05903652297,1105.4930374985,1218.67000782491,0.0858809524563499,19,20220920,p003_E12,m2x,20220920-cypassay1-p003-m2x_E12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,E,12,,,,0,DMSO,Both,1
p003,F01,cypassay1,3,DMSO,CB4856,1019.99869740346,959.677241360967,991.604505506301,1001.26816472718,1017.74842509421,30.7240880723567,1037.07087372456,1054.88703366213,1091.23995081123,0.0301216934399711,21,20220920,p003_F01,m2x,20220920-cypassay1-p003-m2x_F01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,F,1,,,,0,DMSO,Both,1
p003,F02,cypassay1,3,DMSO,CB4856,936.8071848448,430.028977761132,604.212971962489,979.103359167943,1011.13800572542,196.145702445371,1032.31003958172,1053.83172504419,1075.79608809339,0.209376812665956,20,20220920,p003_F02,m2x,20220920-cypassay1-p003-m2x_F02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,F,2,,,,0,DMSO,Both,1
p003,F03,cypassay1,3,DMSO,CB4856,1021.94321130907,946.857000716689,996.344559311723,1001.36156118766,1015.66182372456,30.2928581258954,1045.76667955734,1056.95011175053,1083.56986924368,0.0296424084926319,26,20220920,p003_F03,m2x,20220920-cypassay1-p003-m2x_F03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,F,3,,,,0,DMSO,Both,1
p003,F04,cypassay1,3,DMSO,CB4856,1016.5209497644,894.037317412908,956.122944416752,1004.64972057459,1014.831298541,50.5985085486928,1053.04038725433,1058.75121951241,1106.3355311999,0.0497761591243348,16,20220920,p003_F04,m2x,20220920-cypassay1-p003-m2x_F04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,F,4,,,,0,DMSO,Both,1
p003,F05,cypassay1,3,DMSO,CB4856,1023.4775203862,996.48481130722,1002.32579098094,1014.70888424397,1022.38044500635,15.5132972933445,1033.38173244513,1043.45965360819,1046.8383809764,0.0151574382283362,15,20220920,p003_F05,m2x,20220920-cypassay1-p003-m2x_F05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,F,5,,,,0,DMSO,Both,1
p003,F06,cypassay1,3,DMSO,CB4856,1023.27249295528,912.669298254461,966.36768211312,999.62476000499,1033.56662350106,47.1828724905134,1052.29886619351,1062.46145096716,1097.65908983016,0.0461097828929676,15,20220920,p003_F06,m2x,20220920-cypassay1-p003-m2x_F06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,F,6,,,,0,DMSO,Both,1
p003,F07,cypassay1,3,DMSO,CB4856,1011.34697261738,860.301131781743,914.0647473647,984.480391566927,1027.88710892502,61.2713426472607,1058.06025035834,1068.36739037977,1083.00640187161,0.0605838988064499,25,20220920,p003_F07,m2x,20220920-cypassay1-p003-m2x_F07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,F,7,,,,0,DMSO,Both,1
p003,F08,cypassay1,3,DMSO,CB4856,1004.74971301812,878.602079096015,933.755626537947,973.300422225942,1007.51619899938,57.027040032028,1044.82865398426,1072.22287494219,1097.22761284647,0.0567574583930235,25,20220920,p003_F08,m2x,20220920-cypassay1-p003-m2x_F08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,F,8,,,,0,DMSO,Both,1
p003,F09,cypassay1,3,DMSO,CB4856,994.027600636544,852.276004924454,863.799534156048,942.010466826677,1018.10785935572,80.9244225772474,1041.80574585966,1069.81063171931,1130.69579407012,0.0814106394283479,19,20220920,p003_F09,m2x,20220920-cypassay1-p003-m2x_F09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,F,9,,,,0,DMSO,Both,1
p003,F10,cypassay1,3,DMSO,CB4856,1004.0714646787,913.847981586472,958.357524088547,969.929535989509,998.967565309026,55.3166202465262,1043.79539230116,1056.14966623149,1102.04873061805,0.0550923138366723,9,20220920,p003_F10,m2x,20220920-cypassay1-p003-m2x_F10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,F,10,,,,0,DMSO,Both,1
p003,F11,cypassay1,3,DMSO,CB4856,993.896983257524,898.307482721934,906.372271431332,947.173581920627,997.340795859655,58.3706714240116,1035.87147435471,1056.26552771131,1095.65210960265,0.0587290960806623,22,20220920,p003_F11,m2x,20220920-cypassay1-p003-m2x_F11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,F,11,,,,0,DMSO,Both,1
p003,F12,cypassay1,3,DMSO,CB4856,1019.95503807626,978.760739033582,994.475396174001,998.94088976089,1011.15271000499,29.8265849934771,1032.38032150892,1063.81174890373,1083.78794440504,0.0292430390360472,16,20220920,p003_F12,m2x,20220920-cypassay1-p003-m2x_F12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,F,12,,,,0,DMSO,Both,1
p003,G01,cypassay1,3,DMSO,CB4856,1032.12478271716,973.577795345231,987.85429518057,998.828009279529,1034.04552814705,37.9885955492877,1067.00260869768,1079.96653970483,1084.53033366213,0.0368062042355763,19,20220920,p003_G01,m2x,20220920-cypassay1-p003-m2x_G01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,G,1,,,,0,DMSO,Both,1
p003,G02,cypassay1,3,DMSO,CB4856,983.925198211347,862.113807857107,883.550963154303,963.863332261357,986.592097040403,60.7542861522215,1035.41986490635,1046.0846324445,1076.66971319637,0.0617468546010054,24,20220920,p003_G02,m2x,20220920-cypassay1-p003-m2x_G02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,G,2,,,,0,DMSO,Both,1
p003,G03,cypassay1,3,DMSO,CB4856,1034.87335189192,973.577795345231,994.294110353082,1006.70871029591,1025.80884324135,40.9893534482242,1060.32068867524,1098.25182570856,1107.50591145961,0.0396080867028692,17,20220920,p003_G03,m2x,20220920-cypassay1-p003-m2x_G03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,G,3,,,,0,DMSO,Both,1
p003,G04,cypassay1,3,DMSO,CB4856,995.648600120409,887.118883885627,938.859261674335,971.471110877759,1008.73193659478,42.4211501840511,1021.54455556865,1039.99337909601,1052.11239940938,0.0426065483132512,21,20220920,p003_G04,m2x,20220920-cypassay1-p003-m2x_G04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,G,4,,,,0,DMSO,Both,1
p003,G05,cypassay1,3,DMSO,CB4856,1029.97963849336,993.530774329825,1002.39006624922,1016.03431012965,1028.31705151765,23.497884368322,1039.12907945436,1057.63500357315,1080.8820743064,0.0228139309653677,16,20220920,p003_G05,m2x,20220920-cypassay1-p003-m2x_G05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,G,5,,,,0,DMSO,Both,1
p003,G06,cypassay1,3,DMSO,CB4856,1027.70541006275,972.629725676054,995.445244321803,1008.43243722062,1029.00558576601,27.3282226549838,1045.73656000499,1057.49789700137,1082.60092887251,0.0265914943984922,19,20220920,p003_G06,m2x,20220920-cypassay1-p003-m2x_G06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,G,6,,,,0,DMSO,Both,1
p003,G07,cypassay1,3,DMSO,CB4856,988.018405872602,843.364479677861,897.331017412909,953.783751880381,1010.01590960265,68.8388500239826,1035.96905275315,1051.47285035834,1056.16512393929,0.069673651436873,11,20220920,p003_G07,m2x,20220920-cypassay1-p003-m2x_G07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,G,7,,,,0,DMSO,Both,1
p003,G08,cypassay1,3,DMSO,CB4856,1011.51154319285,972.350618711444,987.979771979019,1006.60830754276,1011.69773903358,18.6789426969528,1022.99542126966,1032.49320071669,1034.88487487948,0.0184663663234059,11,20220920,p003_G08,m2x,20220920-cypassay1-p003-m2x_G08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,G,8,,,,0,DMSO,Both,1
p003,G09,cypassay1,3,DMSO,CB4856,1019.48349177999,958.901581558242,987.06951337545,998.595649858035,1021.26444077912,29.7962566304645,1035.21001365914,1053.3426850747,1073.76972582844,0.0292268161973287,15,20220920,p003_G09,m2x,20220920-cypassay1-p003-m2x_G09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,G,9,,,,0,DMSO,Both,1
p003,G10,cypassay1,3,DMSO,CB4856,1003.12967002866,911.636036571355,946.1093354616,966.110887511546,1004.58539055562,50.0575765120625,1024.2672683531,1067.50865419003,1095.89762469298,0.0499014015911146,17,20220920,p003_G10,m2x,20220920-cypassay1-p003-m2x_G10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,G,10,,,,0,DMSO,Both,1
p003,G11,cypassay1,3,DMSO,CB4856,1015.03995932195,969.837745620385,985.604529486314,994.898205506301,1011.5038240829,26.876811769497,1033.57737604317,1053.50196884555,1054.79007618679,0.0264785750774291,17,20220920,p003_G11,m2x,20220920-cypassay1-p003-m2x_G11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,G,11,,,,0,DMSO,Both,1
p003,G12,cypassay1,3,DMSO,CB4856,1036.05810522933,955.973193456079,1001.78745960574,1013.17694148595,1038.75788482582,35.422665378781,1058.61704230116,1077.51124267737,1096.96274440504,0.0341898443726188,18,20220920,p003_G12,m2x,20220920-cypassay1-p003-m2x_G12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,G,12,,,,0,DMSO,Both,1
p003,H01,cypassay1,3,DMSO,CB4856,1037.78334463759,983.961325819669,1003.50864071669,1013.34458903358,1038.88668576601,30.8440413085997,1066.85129230116,1073.362021424,1084.40985035834,0.0297210795181638,15,20220920,p003_H01,m2x,20220920-cypassay1-p003-m2x_H01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,1,,,,0,DMSO,Both,1
p003,H02,cypassay1,3,DMSO,CB4856,1014.83276740316,962.332400134843,969.271620471097,999.62719618429,1019.94030666999,29.7117015680371,1033.79137281808,1046.77519795915,1060.69188330378,0.029277436167208,16,20220920,p003_H02,m2x,20220920-cypassay1-p003-m2x_H02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,2,,,,0,DMSO,Both,1
p003,H03,cypassay1,3,DMSO,CB4856,1032.12129529829,955.019246150579,999.890560279658,1007.01134563615,1023.68552350106,38.5980392521195,1061.16885695653,1083.90234341313,1105.09171929329,0.0373968054219485,23,20220920,p003_H03,m2x,20220920-cypassay1-p003-m2x_H03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,3,,,,0,DMSO,Both,1
p003,H04,cypassay1,3,DMSO,CB4856,1020.93958765401,942.467359928797,974.351596247311,996.817312355544,1024.41270456611,39.0655816885709,1042.12871370676,1062.10974861618,1102.33960304407,0.0382643421422599,20,20220920,p003_H04,m2x,20220920-cypassay1-p003-m2x_H04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,4,,,,0,DMSO,Both,1
p003,H05,cypassay1,3,DMSO,CB4856,1011.33061602426,889.534083876855,957.133464608028,991.800143095887,1009.3770590648,48.5764794724224,1048.44506987514,1071.58454692137,1088.30882103883,0.0480322445526134,22,20220920,p003_H05,m2x,20220920-cypassay1-p003-m2x_H05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,5,,,,0,DMSO,Both,1
p003,H06,cypassay1,3,DMSO,CB4856,1013.4850325022,964.164847449114,985.007259070184,1000.96065702834,1007.3874126233,27.0738670633426,1034.08568924831,1042.55554564522,1072.81090361715,0.0267136328560272,17,20220920,p003_H06,m2x,20220920-cypassay1-p003-m2x_H06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,6,,,,0,DMSO,Both,1
p003,H07,cypassay1,3,DMSO,CB4856,1020.46259832729,959.854521038828,992.258254924454,999.156062770181,1013.53556261891,30.684720414161,1045.91186381412,1060.1168881051,1064.8190473055,0.0300694219116492,16,20220920,p003_H07,m2x,20220920-cypassay1-p003-m2x_H07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,7,,,,0,DMSO,Both,1
p003,H08,cypassay1,3,DMSO,CB4856,1012.33929681298,873.516092883004,973.068104028964,1000.97140957045,1011.01214615058,54.4264256878638,1048.97833598951,1064.55282191203,1093.8463240829,0.053763027731125,13,20220920,p003_H08,m2x,20220920-cypassay1-p003-m2x_H08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,8,,,,0,DMSO,Both,1
p003,H09,cypassay1,3,DMSO,CB4856,1020.21132567169,945.178307251839,985.78896718576,997.124364179045,1018.90704498689,37.3920853593699,1035.86965909851,1069.57455036303,1101.81465456611,0.0366513137214503,20,20220920,p003_H09,m2x,20220920-cypassay1-p003-m2x_H09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,9,,,,0,DMSO,Both,1
p003,H10,cypassay1,3,DMSO,CB4856,1023.66625173449,986.379544340813,993.216376075362,998.517056302877,1018.75329113747,29.2077352373554,1040.77592945436,1062.29025456611,1084.74088388563,0.0285324784204481,21,20220920,p003_H10,m2x,20220920-cypassay1-p003-m2x_H10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,10,,,,0,DMSO,Both,1
p003,H11,cypassay1,3,DMSO,CB4856,1007.6763047203,938.231472990325,963.097876190017,989.126626410286,1012.10909476338,33.6679816840786,1025.31402934294,1037.63265624922,1078.54820434261,0.0334115047921306,17,20220920,p003_H11,m2x,20220920-cypassay1-p003-m2x_H11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,11,,,,0,DMSO,Both,1
p003,H12,cypassay1,3,DMSO,CB4856,1024.93727321326,928.144697672615,955.200827354724,967.839866557706,1029.56912736219,60.8523185825226,1069.46112205706,1095.36159389868,1112.10711029591,0.0593717490551844,12,20220920,p003_H12,m2x,20220920-cypassay1-p003-m2x_H12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,3,H,12,,,,0,DMSO,Both,1
p004,A01,cypassay1,1,Thiabendazole,N2,770.765547122705,694.001125246593,711.624511898113,730.385579096015,772.621934243971,49.3229850563953,797.573827585688,825.827250407898,876.341640779121,0.0639922026101449,19,20220920,p004_A01,m2x,20220920-cypassay1-p004-m2x_A01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,1,,,,32.5,DMSO,Anthelmintic,1
p004,A02,cypassay1,1,Thiabendazole,N2,766.303610537517,665.984592148772,711.080990206775,731.886992883003,779.243612614526,44.9186331199097,796.823120692194,808.803062811334,833.660659355721,0.0586172797599138,19,20220920,p004_A02,m2x,20220920-cypassay1-p004-m2x_A02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,2,,,,32.5,DMSO,Anthelmintic,1
p004,A03,cypassay1,1,Thiabendazole,N2,786.756911080237,695.085300573075,741.679453044073,753.641275503806,800.59718042384,41.7356698800123,819.23479648227,828.698460822048,837.519468934946,0.0530477321422041,16,20220920,p004_A03,m2x,20220920-cypassay1-p004-m2x_A03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,3,,,,32.5,DMSO,Anthelmintic,1
p004,A04,cypassay1,1,Thiabendazole,N2,773.757629500482,713.405629924784,721.577274687163,743.112307542762,769.853182721934,39.7570839811441,804.414010805952,819.123513088774,843.2508869297,0.0513818312936187,23,20220920,p004_A04,m2x,20220920-cypassay1-p004-m2x_A04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,4,,,,32.5,DMSO,Anthelmintic,1
p004,A05,cypassay1,1,Thiabendazole,N2,764.957984220215,632.581211133305,679.084522829346,722.154822307028,774.608135407663,66.9344208895275,819.852190488198,838.01768275315,879.438289862351,0.087500780788319,24,20220920,p004_A05,m2x,20220920-cypassay1-p004-m2x_A05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,5,,,,32.5,DMSO,Anthelmintic,1
p004,A06,cypassay1,1,Thiabendazole,N2,794.98065299074,703.37391204145,719.421030747081,752.120561218008,813.842529904302,52.3029207368085,840.276457542762,848.985942072106,861.174756884723,0.0657914384960733,20,20220920,p004_A06,m2x,20220920-cypassay1-p004-m2x_A06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,6,,,,32.5,DMSO,Anthelmintic,1
p004,A07,cypassay1,1,Thiabendazole,N2,775.326759599433,677.958974042058,695.521032287185,724.324850212883,785.129653928553,60.6842751874558,809.125232963002,844.09595248287,901.892055147956,0.0782692902522904,18,20220920,p004_A07,m2x,20220920-cypassay1-p004-m2x_A07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,7,,,,32.5,DMSO,Anthelmintic,1
p004,A08,cypassay1,1,Thiabendazole,N2,791.34600880989,721.263503625919,737.432598042503,747.297991831062,797.52950038417,45.1894301180833,817.295250244401,846.128025421267,869.497646723655,0.0571045151109612,18,20220920,p004_A08,m2x,20220920-cypassay1-p004-m2x_A08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,8,,,,32.5,DMSO,Anthelmintic,1
p004,A09,cypassay1,1,Thiabendazole,N2,775.310651837231,653.614860510642,710.138625401205,726.534373612805,748.967513216853,67.4331399568398,831.095863059681,856.731112481661,938.025797672615,0.0869756397607146,28,20220920,p004_A09,m2x,20220920-cypassay1-p004-m2x_A09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,9,,,,32.5,DMSO,Anthelmintic,1
p004,A10,cypassay1,1,Thiabendazole,N2,769.950828140103,606.598819757736,720.870967539992,735.386370747904,787.605655729802,62.8438340672509,815.493889252699,832.198028558869,864.159941360967,0.0816205811727702,23,20220920,p004_A10,m2x,20220920-cypassay1-p004-m2x_A10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,10,,,,32.5,DMSO,Anthelmintic,1
p004,A11,cypassay1,1,Thiabendazole,N2,766.65848229438,664.360245588191,700.08021204145,730.479400605268,784.586192883003,49.9229932455864,804.445350358345,821.403804841264,856.887956302878,0.0651176428599366,21,20220920,p004_A11,m2x,20220920-cypassay1-p004-m2x_A11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,11,,,,32.5,DMSO,Anthelmintic,1
p004,A12,cypassay1,1,Thiabendazole,N2,784.572006414378,720.649900744918,730.19180248418,752.455476150535,781.312573433634,44.8358182160235,814.271306172043,829.822653064585,877.681729824829,0.0571468493005894,14,20220920,p004_A12,m2x,20220920-cypassay1-p004-m2x_A12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,A,12,,,,32.5,DMSO,Anthelmintic,1
p004,B01,cypassay1,1,Thiabendazole,N2,740.941909554386,646.153835407662,705.243764234734,716.679947887346,739.838688093392,41.257723680854,769.522149194652,790.937365303763,816.410616822291,0.0556828047500607,25,20220920,p004_B01,m2x,20220920-cypassay1-p004-m2x_B01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,1,,,,32.5,DMSO,Anthelmintic,1
p004,B02,cypassay1,1,Thiabendazole,N2,778.141908832288,667.451727565207,709.118637235585,738.440111965258,788.361544293619,54.2773719189703,818.200831139801,849.207743042319,853.600139033582,0.0697525365269442,19,20220920,p004_B02,m2x,20220920-cypassay1-p004-m2x_B02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,2,,,,32.5,DMSO,Anthelmintic,1
p004,B03,cypassay1,1,Thiabendazole,N2,770.75350899668,694.865410324142,711.11274362883,720.189713148275,754.006588675238,53.0791233500566,824.568704711571,843.533441719311,848.50238735916,0.0688665348006677,24,20220920,p004_B03,m2x,20220920-cypassay1-p004-m2x_B03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf/projects/20220929_cyprd1redo//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,4,B,3,,,,32.5,DMSO,Anthelmintic,1
